source,target,rating,timestamp,target_is_suspicious,source_is_suspicious
474,1,3,1346817600,False,False
330,1,3,1381377600,False,False
958,1,3,1363579200,False,False
17,1,3,1330837200,False,False
1295,1,3,1329541200,False,False
38,1,3,1354165200,False,False
1952,1,3,1305518400,False,False
223,1,3,1304395200,False,False
625,1,2,1293426000,False,False
1392,1,2,1418101200,False,False
3355,1,2,1414990800,False,False
1881,1,2,1404964800,False,False
58,1,2,1412654400,False,False
96,1,2,1410148800,False,False
1580,1,2,1392526800,False,False
196,1,2,1391576400,False,False
146,1,2,1390885200,False,False
416,1,2,1391835600,False,False
1198,1,2,1390453200,False,False
3319,1,2,1387256400,False,False
1867,1,2,1396411200,False,False
896,1,2,1384059600,False,False
617,1,2,1383886800,False,False
3300,1,2,1380254400,False,False
1877,1,2,1378353600,False,False
462,1,2,1378353600,False,False
3279,1,2,1375675200,False,False
454,1,2,1387256400,False,False
1860,1,2,1371182400,False,False
121,1,2,1370318400,False,False
151,1,2,1376366400,False,False
1570,1,2,1373688000,False,False
1573,1,2,1408939200,False,False
1063,1,2,1365912000,False,False
1353,1,2,1402200000,False,False
459,1,2,1372910400,False,False
2334,1,2,1363924800,False,False
1267,1,2,1363320000,False,False
1060,1,2,1362114000,False,False
1061,1,2,1361595600,False,False
7431,1,2,1362459600,False,False
1355,1,2,1376884800,False,False
71,1,2,1355029200,False,False
3070,1,2,1353992400,False,False
2113,1,2,1352696400,False,False
3001,1,2,1352610000,False,False
396,1,2,1352437200,False,False
2260,1,2,1350446400,False,False
142,1,2,1365566400,False,False
2238,1,2,1344139200,False,False
123,1,2,1343880000,False,False
2942,1,2,1347940800,False,False
1509,1,2,1339992000,False,False
7410,1,2,1337659200,False,False
1760,1,2,1335412800,False,False
2876,1,2,1333080000,False,False
259,1,2,1397448000,False,False
1493,1,2,1332820800,False,False
2845,1,2,1329368400,False,False
370,1,2,1329109200,False,False
2844,1,2,1328936400,False,False
2167,1,2,1327381200,False,False
156,1,2,1325739600,False,False
2808,1,2,1323925200,False,False
255,1,2,1323147600,False,False
736,1,2,1324357200,False,False
7603,1,2,1320901200,False,False
346,1,2,1333857600,False,False
9,1,2,1329454800,False,False
75,1,2,1320642000,False,False
175,1,2,1318910400,False,False
2754,1,2,1317268800,False,False
22,1,2,1320728400,False,False
155,1,2,1311307200,False,False
1261,1,2,1309320000,False,False
2552,1,2,1307851200,False,False
2586,1,2,1307592000,False,False
710,1,2,1314504000,False,False
578,1,2,1307332800,False,False
472,1,2,1306814400,False,False
2472,1,2,1304395200,False,False
1606,1,2,1302062400,False,False
4,1,2,1299646800,False,False
563,1,2,1312862400,False,False
744,1,1,1294549200,False,False
3422,1,1,1420347600,False,False
250,1,1,1418360400,False,False
249,1,1,1418101200,False,False
2427,1,1,1417064400,False,False
3414,1,1,1416978000,False,False
1590,1,1,1414728000,False,False
2305,1,1,1411876800,False,False
1900,1,1,1411358400,False,False
3392,1,1,1406520000,False,False
1065,1,1,1405656000,False,False
1147,1,1,1402372800,False,False
1072,1,1,1402200000,False,False
3375,1,1,1399176000,False,False
1024,1,1,1396843200,False,False
709,1,1,1396497600,False,False
1382,1,1,1392008400,False,False
3332,1,1,1386219600,False,False
1885,1,1,1385787600,False,False
3330,1,1,1385701200,False,False
1197,1,1,1385182800,False,False
3316,1,1,1385182800,False,False
1886,1,1,1384923600,False,False
154,1,1,1384837200,False,False
1522,1,1,1379908800,False,False
2391,1,1,1379131200,False,False
3298,1,1,1378180800,False,False
432,1,1,1377921600,False,False
3292,1,1,1377576000,False,False
3290,1,1,1377576000,False,False
7597,1,1,1376020800,False,False
3274,1,1,1375502400,False,False
1875,1,1,1375416000,False,False
291,1,1,1374897600,False,False
158,1,1,1374811200,False,False
1579,1,1,1374552000,False,False
1846,1,1,1372392000,False,False
1066,1,1,1372392000,False,False
290,1,1,1369368000,False,False
3233,1,1,1368936000,False,False
891,1,1,1368676800,False,False
247,1,1,1373256000,False,False
1856,1,1,1367467200,False,False
3211,1,1,1367553600,False,False
115,1,1,1367380800,False,False
1365,1,1,1366948800,False,False
483,1,1,1366862400,False,False
3210,1,1,1366430400,False,False
3189,1,1,1366171200,False,False
3193,1,1,1366084800,False,False
2352,1,1,1365912000,False,False
1847,1,1,1365825600,False,False
3173,1,1,1365307200,False,False
1051,1,1,1365048000,False,False
1843,1,1,1364788800,False,False
2342,1,1,1364616000,False,False
7341,1,1,1364529600,False,False
3139,1,1,1364529600,False,False
1186,1,1,1364443200,False,False
3167,1,1,1364443200,False,False
3149,1,1,1364270400,False,False
1842,1,1,1364184000,False,False
3156,1,1,1363579200,False,False
3141,1,1,1363320000,False,False
817,1,1,1363233600,False,False
1840,1,1,1362974400,False,False
1839,1,1,1362974400,False,False
2324,1,1,1362718800,False,False
3143,1,1,1362718800,False,False
3142,1,1,1362459600,False,False
174,1,1,1361336400,False,False
2315,1,1,1360645200,False,False
1356,1,1,1360213200,False,False
1835,1,1,1359867600,False,False
296,1,1,1359781200,False,False
3118,1,1,1365998400,False,False
1542,1,1,1359435600,False,False
3111,1,1,1358398800,False,False
753,1,1,1358139600,False,False
3088,1,1,1355893200,False,False
395,1,1,1355806800,False,False
3068,1,1,1354856400,False,False
3042,1,1,1354770000,False,False
1442,1,1,1354683600,False,False
1339,1,1,1355720400,False,False
596,1,1,1354424400,False,False
2281,1,1,1353992400,False,False
222,1,1,1353646800,False,False
194,1,1,1353646800,False,False
3064,1,1,1353646800,False,False
1812,1,1,1353560400,False,False
1796,1,1,1353387600,False,False
701,1,1,1353214800,False,False
124,1,1,1352955600,False,False
3057,1,1,1352782800,False,False
7427,1,1,1352869200,False,False
2276,1,1,1352437200,False,False
2271,1,1,1351656000,False,False
1525,1,1,1350619200,False,False
2235,1,1,1350446400,False,False
3027,1,1,1350360000,False,False
2090,1,1,1350273600,False,False
1342,1,1,1350014400,False,False
331,1,1,1350014400,False,False
3023,1,1,1349841600,False,False
2261,1,1,1349841600,False,False
68,1,1,1349841600,False,False
116,1,1,1349582400,False,False
1043,1,1,1349582400,False,False
3020,1,1,1348977600,False,False
491,1,1,1348459200,False,False
179,1,1,1348372800,False,False
2252,1,1,1349236800,False,False
214,1,1,1348113600,False,False
439,1,1,1347940800,False,False
2147,1,1,1347768000,False,False
1167,1,1,1347508800,False,False
697,1,1,1347163200,False,False
67,1,1,1347163200,False,False
1793,1,1,1347076800,False,False
258,1,1,1346731200,False,False
1340,1,1,1346472000,False,False
2996,1,1,1346299200,False,False
1520,1,1,1345780800,False,False
1336,1,1,1345348800,False,False
30,1,1,1345348800,False,False
178,1,1,1348113600,False,False
747,1,1,1342497600,False,False
2962,1,1,1341374400,False,False
2952,1,1,1340337600,False,False
455,1,1,1339992000,False,False
260,1,1,1339560000,False,False
623,1,1,1339387200,False,False
29,1,1,1338955200,False,False
1510,1,1,1338523200,False,False
2927,1,1,1338264000,False,False
301,1,1,1337140800,False,False
2907,1,1,1336190400,False,False
2909,1,1,1335931200,False,False
1148,1,1,1335412800,False,False
955,1,1,1335326400,False,False
1502,1,1,1335067200,False,False
2853,1,1,1334894400,False,False
1500,1,1,1334721600,False,False
2178,1,1,1334721600,False,False
1320,1,1,1334635200,False,False
874,1,1,1334635200,False,False
2177,1,1,1334203200,False,False
2892,1,1,1334116800,False,False
636,1,1,1364875200,False,False
1034,1,1,1334548800,False,False
1494,1,1,1333512000,False,False
276,1,1,1333339200,False,False
1318,1,1,1333080000,False,False
117,1,1,1332907200,False,False
1492,1,1,1332302400,False,False
1302,1,1,1332302400,False,False
1313,1,1,1332129600,False,False
1491,1,1,1331956800,False,False
2870,1,1,1331697600,False,False
2181,1,1,1331524800,False,False
1309,1,1,1330664400,False,False
1750,1,1,1330232400,False,False
2848,1,1,1329973200,False,False
1458,1,1,1329714000,False,False
951,1,1,1329627600,False,False
1029,1,1,1329627600,False,False
2176,1,1,1329195600,False,False
2846,1,1,1329109200,False,False
347,1,1,1329022800,False,False
2173,1,1,1328850000,False,False
2826,1,1,1327035600,False,False
1742,1,1,1340856000,False,False
2166,1,1,1326776400,False,False
2823,1,1,1326258000,False,False
2820,1,1,1325480400,False,False
2814,1,1,1324962000,False,False
1736,1,1,1324616400,False,False
1025,1,1,1324443600,False,False
1482,1,1,1324357200,False,False
1483,1,1,1324270800,False,False
2152,1,1,1352091600,False,False
2806,1,1,1323320400,False,False
1128,1,1,1322888400,False,False
2801,1,1,1322629200,False,False
2795,1,1,1322110800,False,False
1290,1,1,1322110800,False,False
1288,1,1,1321938000,False,False
1436,1,1,1321592400,False,False
2498,1,1,1321419600,False,False
2784,1,1,1320987600,False,False
587,1,1,1320728400,False,False
2780,1,1,1320292800,False,False
2779,1,1,1320120000,False,False
305,1,1,1320120000,False,False
944,1,1,1320120000,False,False
2129,1,1,1319515200,False,False
683,1,1,1319428800,False,False
42,1,1,1319256000,False,False
1136,1,1,1318737600,False,False
1283,1,1,1318564800,False,False
2127,1,1,1317614400,False,False
2093,1,1,1316664000,False,False
1284,1,1,1316491200,False,False
72,1,1,1316318400,False,False
264,1,1,1316232000,False,False
2756,1,1,1316145600,False,False
1285,1,1,1316059200,False,False
613,1,1,1316059200,False,False
304,1,1,1315886400,False,False
1282,1,1,1315886400,False,False
4721,1,1,1315713600,False,False
1475,1,1,1315022400,False,False
2746,1,1,1314849600,False,False
1715,1,1,1314676800,False,False
734,1,1,1314417600,False,False
2108,1,1,1314331200,False,False
1923,1,1,1314158400,False,False
1465,1,1,1313985600,False,False
2742,1,1,1313726400,False,False
2117,1,1,1313640000,False,False
1720,1,1,1313467200,False,False
90,1,1,1313467200,False,False
2731,1,1,1312862400,False,False
1457,1,1,1312776000,False,False
2725,1,1,1312776000,False,False
2109,1,1,1311566400,False,False
543,1,1,1312516800,False,False
2102,1,1,1311048000,False,False
712,1,1,1310270400,False,False
231,1,1,1311134400,False,False
2687,1,1,1309924800,False,False
1708,1,1,1309752000,False,False
1129,1,1,1309665600,False,False
76,1,1,1309320000,False,False
2065,1,1,1307851200,False,False
1251,1,1,1307505600,False,False
1248,1,1,1307419200,False,False
725,1,1,1307160000,False,False
2559,1,1,1307073600,False,False
507,1,1,1306728000,False,False
1942,1,1,1304913600,False,False
1232,1,1,1304654400,False,False
534,1,1,1304568000,False,False
994,1,1,1304136000,False,False
503,1,1,1303790400,False,False
2448,1,1,1302580800,False,False
846,1,1,1301976000,False,False
1,160,10,1317182400,False,False
1,1028,7,1348804800,False,False
1,309,5,1378353600,False,False
1,11,5,1372046400,False,False
1,594,5,1370836800,False,False
1,1316,5,1353301200,False,False
1,1392,4,1416978000,False,False
1,1583,4,1380945600,False,False
1,888,4,1365652800,False,False
1,637,4,1418792400,False,False
1,1520,4,1412654400,False,False
1,18,4,1314936000,False,False
1,35,4,1330578000,False,False
1,1901,3,1411790400,False,False
1,44,3,1415854800,False,False
1,10,3,1375243200,False,False
1,783,3,1368676800,False,False
1,821,3,1369108800,False,False
1,112,3,1362546000,False,False
1,964,3,1350187200,False,False
1,89,3,1345521600,False,False
1,20,3,1342584000,False,False
1,256,3,1343016000,False,False
1,223,3,1304568000,False,False
1,1881,2,1420261200,False,False
1,351,2,1409371200,False,False
1,196,2,1391576400,False,False
1,416,2,1391835600,False,False
1,1877,2,1378872000,False,False
1,87,2,1380686400,False,False
1,2367,2,1371700800,False,False
1,3254,2,1372392000,False,False
1,1573,2,1408939200,False,False
1,247,2,1373256000,False,False
1,1353,2,1402200000,False,False
1,493,2,1363665600,False,False
1,1358,2,1372737600,False,False
1,1177,2,1362027600,False,False
1,1538,2,1358139600,False,False
1,2296,2,1359954000,False,False
1,222,2,1386392400,False,False
1,2282,2,1353819600,False,False
1,2113,2,1352696400,False,False
1,2260,2,1350446400,False,False
1,71,2,1348545600,False,False
1,142,2,1365566400,False,False
1,2249,2,1355893200,False,False
1,1519,2,1363924800,False,False
1,2227,2,1353301200,False,False
1,1496,2,1334116800,False,False
1,519,2,1334721600,False,False
1,1493,2,1334548800,False,False
1,1315,2,1334808000,False,False
1,1750,2,1330232400,False,False
1,156,2,1325739600,False,False
1,9,2,1329454800,False,False
1,1724,2,1322802000,False,False
1,22,2,1320728400,False,False
1,15,2,1319860800,False,False
1,255,2,1323147600,False,False
1,1267,2,1363320000,False,False
1,1261,2,1309320000,False,False
1,57,2,1314936000,False,False
1,710,2,1314504000,False,False
1,472,2,1306728000,False,False
1,152,2,1354078800,False,False
1,1952,2,1312948800,False,False
1,1606,2,1302062400,False,False
1,379,2,1300939200,False,False
1,4,2,1300161600,False,False
1,563,2,1312862400,False,False
1,113,2,1291006800,False,False
1,744,1,1293426000,False,False
1,625,1,1293426000,False,False
1,3422,1,1420347600,False,False
1,3421,1,1420088400,False,False
1,3418,1,1419310800,False,False
1,3402,1,1419310800,False,False
1,250,1,1419310800,False,False
1,249,1,1418101200,False,False
1,2427,1,1419310800,False,False
1,3414,1,1417064400,False,False
1,1590,1,1415941200,False,False
1,3355,1,1414990800,False,False
1,2305,1,1413345600,False,False
1,1900,1,1411704000,False,False
1,3385,1,1403755200,False,False
1,1147,1,1402632000,False,False
1,377,1,1402632000,False,False
1,1072,1,1402200000,False,False
1,96,1,1400040000,False,False
1,118,1,1399867200,False,False
1,3375,1,1399176000,False,False
1,3367,1,1398312000,False,False
1,1024,1,1396843200,False,False
1,709,1,1396497600,False,False
1,3349,1,1395288000,False,False
1,1580,1,1395288000,False,False
1,545,1,1391835600,False,False
1,146,1,1390539600,False,False
1,1198,1,1389762000,False,False
1,1589,1,1389243600,False,False
1,3341,1,1388898000,False,False
1,3339,1,1388379600,False,False
1,2402,1,1388379600,False,False
1,2401,1,1386738000,False,False
1,1382,1,1386738000,False,False
1,3335,1,1386478800,False,False
1,3317,1,1386306000,False,False
1,3329,1,1386306000,False,False
1,3332,1,1386219600,False,False
1,3330,1,1385701200,False,False
1,1867,1,1385701200,False,False
1,1197,1,1385701200,False,False
1,3319,1,1385701200,False,False
1,1885,1,1385701200,False,False
1,1862,1,1385528400,False,False
1,1886,1,1384923600,False,False
1,649,1,1384923600,False,False
1,154,1,1384837200,False,False
1,3316,1,1384923600,False,False
1,617,1,1383105600,False,False
1,3313,1,1383105600,False,False
1,3300,1,1379908800,False,False
1,1522,1,1379649600,False,False
1,2391,1,1379131200,False,False
1,896,1,1378872000,False,False
1,3298,1,1378872000,False,False
1,462,1,1378094400,False,False
1,3295,1,1379908800,False,False
1,432,1,1377921600,False,False
1,3292,1,1377576000,False,False
1,3290,1,1377316800,False,False
1,2383,1,1377144000,False,False
1,1195,1,1377144000,False,False
1,3283,1,1375675200,False,False
1,1875,1,1375675200,False,False
1,3279,1,1375243200,False,False
1,2378,1,1375070400,False,False
1,1579,1,1374897600,False,False
1,291,1,1374897600,False,False
1,454,1,1373774400,False,False
1,2375,1,1373774400,False,False
1,292,1,1373774400,False,False
1,158,1,1373774400,False,False
1,3256,1,1373515200,False,False
1,1846,1,1372824000,False,False
1,3259,1,1372564800,False,False
1,1066,1,1372392000,False,False
1,1061,1,1372219200,False,False
1,3253,1,1371441600,False,False
1,1860,1,1370577600,False,False
1,3247,1,1370318400,False,False
1,2368,1,1370318400,False,False
1,151,1,1369886400,False,False
1,3245,1,1369627200,False,False
1,1574,1,1369540800,False,False
1,290,1,1369281600,False,False
1,1570,1,1369022400,False,False
1,3233,1,1368936000,False,False
1,891,1,1368849600,False,False
1,1856,1,1367726400,False,False
1,115,1,1367726400,False,False
1,3215,1,1367553600,False,False
1,483,1,1366862400,False,False
1,1365,1,1366776000,False,False
1,3211,1,1366516800,False,False
1,3210,1,1366430400,False,False
1,3189,1,1366171200,False,False
1,3193,1,1366084800,False,False
1,1847,1,1366084800,False,False
1,3202,1,1365998400,False,False
1,2351,1,1365998400,False,False
1,1063,1,1365912000,False,False
1,2352,1,1365912000,False,False
1,1051,1,1365393600,False,False
1,3173,1,1364875200,False,False
1,1843,1,1364702400,False,False
1,3163,1,1364529600,False,False
1,1186,1,1364529600,False,False
1,7341,1,1364529600,False,False
1,2342,1,1374897600,False,False
1,3139,1,1364529600,False,False
1,3167,1,1364356800,False,False
1,459,1,1364184000,False,False
1,2338,1,1364097600,False,False
1,1842,1,1364097600,False,False
1,2334,1,1363924800,False,False
1,3156,1,1363838400,False,False
1,817,1,1363233600,False,False
1,1840,1,1362974400,False,False
1,3141,1,1362805200,False,False
1,1521,1,1362805200,False,False
1,3149,1,1362805200,False,False
1,2324,1,1362805200,False,False
1,1839,1,1362718800,False,False
1,3143,1,1362718800,False,False
1,3148,1,1362718800,False,False
1,3142,1,1362459600,False,False
1,1060,1,1361768400,False,False
1,7431,1,1361768400,False,False
1,1355,1,1361163600,False,False
1,3134,1,1361077200,False,False
1,174,1,1360731600,False,False
1,2315,1,1360386000,False,False
1,1356,1,1360213200,False,False
1,3124,1,1360213200,False,False
1,1835,1,1360040400,False,False
1,296,1,1359781200,False,False
1,1180,1,1359694800,False,False
1,3118,1,1359435600,False,False
1,1542,1,1359349200,False,False
1,3113,1,1358658000,False,False
1,3111,1,1358226000,False,False
1,3013,1,1358139600,False,False
1,529,1,1357534800,False,False
1,1826,1,1357362000,False,False
1,3103,1,1357362000,False,False
1,1822,1,1357362000,False,False
1,3101,1,1357102800,False,False
1,753,1,1356066000,False,False
1,3083,1,1356066000,False,False
1,3088,1,1355893200,False,False
1,395,1,1355806800,False,False
1,3084,1,1355547600,False,False
1,333,1,1355115600,False,False
1,1339,1,1354856400,False,False
1,3068,1,1354856400,False,False
1,3042,1,1354770000,False,False
1,3078,1,1354683600,False,False
1,596,1,1354683600,False,False
1,1796,1,1354338000,False,False
1,2281,1,1354338000,False,False
1,3070,1,1353992400,False,False
1,1442,1,1353906000,False,False
1,3064,1,1353646800,False,False
1,194,1,1353474000,False,False
1,3062,1,1353387600,False,False
1,701,1,1353214800,False,False
1,3059,1,1353128400,False,False
1,124,1,1352955600,False,False
1,7427,1,1352782800,False,False
1,3057,1,1352782800,False,False
1,396,1,1352437200,False,False
1,2276,1,1352437200,False,False
1,2273,1,1352437200,False,False
1,3048,1,1352178000,False,False
1,523,1,1360213200,False,False
1,2271,1,1351656000,False,False
1,95,1,1350792000,False,False
1,1525,1,1350532800,False,False
1,2235,1,1350446400,False,False
1,2261,1,1350273600,False,False
1,1342,1,1350014400,False,False
1,331,1,1350014400,False,False
1,3027,1,1349928000,False,False
1,3023,1,1349841600,False,False
1,3026,1,1349841600,False,False
1,373,1,1349841600,False,False
1,68,1,1349841600,False,False
1,1331,1,1349668800,False,False
1,116,1,1349582400,False,False
1,2147,1,1349323200,False,False
1,3020,1,1348977600,False,False
1,2252,1,1348977600,False,False
1,179,1,1348977600,False,False
1,3004,1,1348632000,False,False
1,491,1,1348459200,False,False
1,214,1,1348113600,False,False
1,439,1,1347940800,False,False
1,3010,1,1347854400,False,False
1,2090,1,1347768000,False,False
1,3006,1,1347595200,False,False
1,810,1,1347595200,False,False
1,1167,1,1347508800,False,False
1,697,1,1347163200,False,False
1,67,1,1347163200,False,False
1,258,1,1346731200,False,False
1,1793,1,1346731200,False,False
1,3000,1,1346558400,False,False
1,2999,1,1346558400,False,False
1,1340,1,1346558400,False,False
1,2996,1,1346212800,False,False
1,2989,1,1346126400,False,False
1,1043,1,1345867200,False,False
1,554,1,1345867200,False,False
1,1336,1,1345694400,False,False
1,1337,1,1345262400,False,False
1,2238,1,1344484800,False,False
1,178,1,1343966400,False,False
1,747,1,1342497600,False,False
1,2966,1,1342238400,False,False
1,2962,1,1341374400,False,False
1,474,1,1341288000,False,False
1,330,1,1341115200,False,False
1,260,1,1341028800,False,False
1,2952,1,1340337600,False,False
1,455,1,1339992000,False,False
1,2941,1,1339905600,False,False
1,2947,1,1339905600,False,False
1,2945,1,1339560000,False,False
1,2942,1,1339473600,False,False
1,623,1,1339387200,False,False
1,1509,1,1339387200,False,False
1,2926,1,1339300800,False,False
1,29,1,1338955200,False,False
1,2217,1,1338782400,False,False
1,123,1,1343880000,False,False
1,1510,1,1338523200,False,False
1,1505,1,1338177600,False,False
1,2927,1,1338004800,False,False
1,804,1,1337572800,False,False
1,2920,1,1337054400,False,False
1,301,1,1336968000,False,False
1,2782,1,1336190400,False,False
1,2907,1,1336017600,False,False
1,2909,1,1335931200,False,False
1,958,1,1335758400,False,False
1,1148,1,1335412800,False,False
1,1502,1,1335326400,False,False
1,2904,1,1335326400,False,False
1,955,1,1335067200,False,False
1,874,1,1334808000,False,False
1,2898,1,1334808000,False,False
1,1500,1,1334808000,False,False
1,2198,1,1334721600,False,False
1,1320,1,1334635200,False,False
1,1760,1,1334376000,False,False
1,1494,1,1334116800,False,False
1,2178,1,1334116800,False,False
1,2892,1,1334116800,False,False
1,636,1,1334116800,False,False
1,1034,1,1333771200,False,False
1,276,1,1333339200,False,False
1,2876,1,1333080000,False,False
1,1318,1,1333080000,False,False
1,259,1,1333080000,False,False
1,2881,1,1333080000,False,False
1,117,1,1332907200,False,False
1,1492,1,1332302400,False,False
1,2185,1,1332129600,False,False
1,1313,1,1332129600,False,False
1,1491,1,1331870400,False,False
1,2870,1,1331697600,False,False
1,1309,1,1331697600,False,False
1,2181,1,1331524800,False,False
1,2858,1,1330664400,False,False
1,2177,1,1330664400,False,False
1,1749,1,1329886800,False,False
1,2848,1,1329714000,False,False
1,1458,1,1329714000,False,False
1,951,1,1329627600,False,False
1,1029,1,1329454800,False,False
1,2176,1,1329454800,False,False
1,347,1,1329195600,False,False
1,2846,1,1329109200,False,False
1,2845,1,1329368400,False,False
1,370,1,1388379600,False,False
1,2173,1,1328850000,False,False
1,2844,1,1328850000,False,False
1,1302,1,1328418000,False,False
1,2167,1,1327294800,False,False
1,2837,1,1327035600,False,False
1,517,1,1327035600,False,False
1,2826,1,1327035600,False,False
1,2166,1,1326776400,False,False
1,2163,1,1326690000,False,False
1,1742,1,1340856000,False,False
1,2830,1,1326258000,False,False
1,1295,1,1326085200,False,False
1,2823,1,1325912400,False,False
1,2632,1,1325739600,False,False
1,2820,1,1325480400,False,False
1,2814,1,1324962000,False,False
1,796,1,1324616400,False,False
1,1736,1,1324616400,False,False
1,1025,1,1324443600,False,False
1,1482,1,1324270800,False,False
1,1483,1,1324270800,False,False
1,2152,1,1324098000,False,False
1,2810,1,1324616400,False,False
1,2149,1,1323838800,False,False
1,2808,1,1323666000,False,False
1,2144,1,1323579600,False,False
1,2806,1,1323320400,False,False
1,1128,1,1322888400,False,False
1,38,1,1322715600,False,False
1,2801,1,1322542800,False,False
1,736,1,1322456400,False,False
1,2136,1,1322542800,False,False
1,2795,1,1322024400,False,False
1,2793,1,1321765200,False,False
1,1288,1,1321765200,False,False
1,1436,1,1321592400,False,False
1,2498,1,1321419600,False,False
1,7603,1,1320901200,False,False
1,2786,1,1320814800,False,False
1,2784,1,1320814800,False,False
1,587,1,1320642000,False,False
1,2783,1,1320642000,False,False
1,2780,1,1320292800,False,False
1,944,1,1320120000,False,False
1,305,1,1320120000,False,False
1,2779,1,1320120000,False,False
1,2775,1,1319860800,False,False
1,346,1,1319860800,False,False
1,683,1,1319774400,False,False
1,2772,1,1319601600,False,False
1,2129,1,1319515200,False,False
1,75,1,1319256000,False,False
1,2771,1,1318996800,False,False
1,175,1,1318910400,False,False
1,1136,1,1318737600,False,False
1,1283,1,1318564800,False,False
1,2127,1,1318305600,False,False
1,2767,1,1317614400,False,False
1,2764,1,1317268800,False,False
1,2763,1,1317268800,False,False
1,2093,1,1316577600,False,False
1,1284,1,1316491200,False,False
1,72,1,1316318400,False,False
1,264,1,1316232000,False,False
1,2754,1,1316059200,False,False
1,2756,1,1316059200,False,False
1,1285,1,1316059200,False,False
1,613,1,1316059200,False,False
1,304,1,1315886400,False,False
1,1282,1,1315886400,False,False
1,4721,1,1315713600,False,False
1,2752,1,1315195200,False,False
1,2750,1,1315195200,False,False
1,2746,1,1314849600,False,False
1,586,1,1314763200,False,False
1,2747,1,1314763200,False,False
1,2119,1,1314763200,False,False
1,1715,1,1314676800,False,False
1,1475,1,1314590400,False,False
1,734,1,1314417600,False,False
1,2744,1,1314417600,False,False
1,2108,1,1314158400,False,False
1,1923,1,1314417600,False,False
1,2743,1,1314158400,False,False
1,1465,1,1313985600,False,False
1,1720,1,1313726400,False,False
1,2742,1,1313726400,False,False
1,2117,1,1313640000,False,False
1,90,1,1313467200,False,False
1,2707,1,1312948800,False,False
1,1457,1,1312776000,False,False
1,2731,1,1312776000,False,False
1,2725,1,1312171200,False,False
1,2109,1,1311825600,False,False
1,2713,1,1311566400,False,False
1,155,1,1311307200,False,False
1,543,1,1311048000,False,False
1,2102,1,1310961600,False,False
1,231,1,1311134400,False,False
1,1708,1,1310097600,False,False
1,2700,1,1310097600,False,False
1,2687,1,1309838400,False,False
1,1413,1,1309752000,False,False
1,1129,1,1309665600,False,False
1,2695,1,1309665600,False,False
1,76,1,1309320000,False,False
1,1445,1,1309147200,False,False
1,2065,1,1308196800,False,False
1,2619,1,1308024000,False,False
1,2605,1,1308024000,False,False
1,1251,1,1307764800,False,False
1,2586,1,1307505600,False,False
1,1117,1,1307505600,False,False
1,300,1,1307505600,False,False
1,1248,1,1307419200,False,False
1,725,1,1307160000,False,False
1,578,1,1307073600,False,False
1,2559,1,1307073600,False,False
1,507,1,1306728000,False,False
1,1942,1,1304913600,False,False
1,1232,1,1304654400,False,False
1,42,1,1304568000,False,False
1,534,1,1304568000,False,False
1,994,1,1304568000,False,False
1,503,1,1303790400,False,False
1,2448,1,1302580800,False,False
1,846,1,1301976000,False,False
1,2,1,1291093200,False,False
1,7348,-1,1387429200,False,False
1,7425,-1,1336795200,False,False
1,7557,-1,1312516800,False,False
1,7589,-1,1305000000,False,False
1368,2,10,1399348800,False,False
