user_id,total_interactions,negative_ratings,positive_ratings,negative_ratio,is_suspicious
189,16,1,5,0.0625,False
424,16,1,11,0.0625,False
319,16,1,9,0.0625,False
201,16,1,5,0.0625,False
229,16,1,6,0.0625,False
398,16,1,10,0.0625,False
395,17,1,14,0.058823529411764705,False
287,17,1,8,0.058823529411764705,False
748,17,1,11,0.058823529411764705,False
7600,34,2,6,0.058823529411764705,False
393,17,1,13,0.058823529411764705,False
279,17,1,10,0.058823529411764705,False
332,17,1,10,0.058823529411764705,False
129,17,1,3,0.058823529411764705,False
247,18,1,10,0.05555555555555555,False
194,18,1,10,0.05555555555555555,False
491,36,2,13,0.05555555555555555,False
347,18,1,11,0.05555555555555555,False
242,18,1,10,0.05555555555555555,False
216,18,1,6,0.05555555555555555,False
284,18,1,13,0.05555555555555555,False
225,18,1,9,0.05555555555555555,False
269,18,1,8,0.05555555555555555,False
382,19,1,14,0.05263157894736842,False
209,19,1,8,0.05263157894736842,False
7588,19,1,8,0.05263157894736842,False
360,20,1,16,0.05,False
403,20,1,17,0.05,False
292,21,1,14,0.047619047619047616,False
801,22,1,9,0.045454545454545456,False
375,22,1,19,0.045454545454545456,False
309,23,1,19,0.043478260869565216,False
157,23,1,12,0.043478260869565216,False
277,23,1,16,0.043478260869565216,False
258,24,1,17,0.041666666666666664,False
31,72,3,28,0.041666666666666664,False
92,49,2,32,0.04081632653061224,False
177,198,8,82,0.04040404040404041,False
85,75,3,41,0.04,False
95,101,4,55,0.039603960396039604,False
70,51,2,28,0.0392156862745098,False
117,54,2,41,0.037037037037037035,False
199,27,1,18,0.037037037037037035,False
73,54,2,35,0.037037037037037035,False
164,28,1,14,0.03571428571428571,False
60,28,1,4,0.03571428571428571,False
86,29,1,7,0.034482758620689655,False
148,30,1,17,0.03333333333333333,False
172,30,1,19,0.03333333333333333,False
7550,30,1,17,0.03333333333333333,False
7564,92,3,18,0.03260869565217391,False
15,123,4,38,0.032520325203252036,False
149,31,1,23,0.03225806451612903,False
107,32,1,14,0.03125,False
272,34,1,13,0.029411764705882353,False
55,34,1,10,0.029411764705882353,False
80,34,1,16,0.029411764705882353,False
68,35,1,18,0.02857142857142857,False
99,35,1,20,0.02857142857142857,False
161,35,1,24,0.02857142857142857,False
244,35,1,20,0.02857142857142857,False
185,36,1,13,0.027777777777777776,False
133,37,1,20,0.02702702702702703,False
114,37,1,18,0.02702702702702703,False
188,39,1,7,0.02564102564102564,False
11,203,5,99,0.024630541871921183,False
103,43,1,26,0.023255813953488372,False
2336,43,1,20,0.023255813953488372,False
47,44,1,20,0.022727272727272728,False
130,44,1,33,0.022727272727272728,False
116,47,1,31,0.02127659574468085,False
19,97,2,47,0.020618556701030927,False
90,53,1,28,0.018867924528301886,False
78,55,1,38,0.01818181818181818,False
52,57,1,35,0.017543859649122806,False
26,138,2,94,0.014492753623188406,False
69,69,1,47,0.014492753623188406,False
7604,73,1,0,0.0136986301369863,False
14,97,1,41,0.010309278350515464,False
22,103,1,52,0.009708737864077669,False
17,108,1,55,0.009259259259259259,False
7,195,1,92,0.005128205128205128,False
1,398,0,248,0.0,False
160,9,0,2,0.0,False
594,5,0,2,0.0,False
637,7,0,3,0.0,False
18,78,0,33,0.0,False
35,82,0,41,0.0,False
44,49,0,21,0.0,False
10,164,0,97,0.0,False
112,21,0,6,0.0,False
964,6,0,5,0.0,False
89,49,0,34,0.0,False
20,53,0,9,0.0,False
256,30,0,20,0.0,False
223,17,0,10,0.0,False
351,14,0,9,0.0,False
196,23,0,12,0.0,False
416,13,0,6,0.0,False
87,54,0,34,0.0,False
3254,10,0,7,0.0,False
493,10,0,2,0.0,False
222,28,0,16,0.0,False
71,22,0,9,0.0,False
142,46,0,26,0.0,False
156,39,0,30,0.0,False
9,133,0,48,0.0,False
255,34,0,25,0.0,False
57,55,0,31,0.0,False
710,6,0,2,0.0,False
472,9,0,2,0.0,False
152,26,0,16,0.0,False
379,15,0,11,0.0,False
4,201,0,69,0.0,False
563,11,0,8,0.0,False
744,6,0,3,0.0,False
625,8,0,5,0.0,False
250,15,0,9,0.0,False
249,28,0,19,0.0,False
1147,6,0,6,0.0,False
96,43,0,28,0.0,False
118,36,0,24,0.0,False
545,12,0,10,0.0,False
146,35,0,25,0.0,False
154,44,0,40,0.0,False
896,7,0,6,0.0,False
462,13,0,9,0.0,False
432,14,0,9,0.0,False
291,13,0,5,0.0,False
454,13,0,9,0.0,False
158,23,0,13,0.0,False
1066,5,0,3,0.0,False
151,20,0,13,0.0,False
290,23,0,18,0.0,False
891,5,0,3,0.0,False
115,44,0,32,0.0,False
483,10,0,6,0.0,False
1063,6,0,5,0.0,False
1051,6,0,5,0.0,False
1186,6,0,6,0.0,False
7341,10,0,9,0.0,False
459,11,0,8,0.0,False
817,6,0,5,0.0,False
1060,6,0,5,0.0,False
174,28,0,16,0.0,False
296,19,0,12,0.0,False
1180,5,0,4,0.0,False
529,12,0,10,0.0,False
333,13,0,9,0.0,False
596,10,0,9,0.0,False
701,12,0,5,0.0,False
396,14,0,10,0.0,False
523,10,0,7,0.0,False
1342,5,0,5,0.0,False
373,15,0,13,0.0,False
1331,5,0,5,0.0,False
179,21,0,11,0.0,False
439,11,0,6,0.0,False
810,6,0,5,0.0,False
1167,5,0,4,0.0,False
697,9,0,7,0.0,False
67,61,0,45,0.0,False
1336,5,0,5,0.0,False
1337,5,0,5,0.0,False
178,30,0,21,0.0,False
747,10,0,9,0.0,False
474,11,0,5,0.0,False
330,17,0,12,0.0,False
260,26,0,21,0.0,False
455,8,0,5,0.0,False
623,13,0,9,0.0,False
29,86,0,41,0.0,False
123,33,0,23,0.0,False
804,7,0,5,0.0,False
301,9,0,5,0.0,False
958,9,0,6,0.0,False
1148,6,0,6,0.0,False
955,7,0,6,0.0,False
874,8,0,7,0.0,False
1760,12,0,10,0.0,False
1034,7,0,7,0.0,False
276,7,0,4,0.0,False
259,24,0,19,0.0,False
951,8,0,8,0.0,False
1029,6,0,5,0.0,False
370,15,0,9,0.0,False
1025,6,0,5,0.0,False
38,59,0,29,0.0,False
1288,5,0,5,0.0,False
587,13,0,12,0.0,False
305,16,0,10,0.0,False
346,15,0,9,0.0,False
683,7,0,4,0.0,False
75,53,0,37,0.0,False
175,27,0,13,0.0,False
1136,6,0,6,0.0,False
1284,5,0,5,0.0,False
72,46,0,24,0.0,False
264,18,0,12,0.0,False
1285,5,0,5,0.0,False
613,16,0,9,0.0,False
586,8,0,6,0.0,False
734,5,0,2,0.0,False
155,37,0,27,0.0,False
543,5,0,3,0.0,False
1129,6,0,6,0.0,False
76,30,0,14,0.0,False
1117,5,0,4,0.0,False
300,11,0,8,0.0,False
1248,5,0,5,0.0,False
725,10,0,9,0.0,False
578,7,0,5,0.0,False
507,17,0,14,0.0,False
42,80,0,51,0.0,False
534,8,0,5,0.0,False
994,10,0,8,0.0,False
503,9,0,5,0.0,False
846,5,0,4,0.0,False
2,205,0,85,0.0,False
37,46,0,16,0.0,False
168,16,0,5,0.0,False
23,65,0,16,0.0,False
40,80,0,54,0.0,False
91,24,0,10,0.0,False
54,38,0,14,0.0,False
108,32,0,18,0.0,False
271,5,0,0,0.0,False
312,10,0,5,0.0,False
74,24,0,9,0.0,False
119,25,0,9,0.0,False
8,134,0,51,0.0,False
257,14,0,6,0.0,False
150,37,0,25,0.0,False
263,10,0,6,0.0,False
109,41,0,27,0.0,False
489,7,0,3,0.0,False
473,11,0,7,0.0,False
165,18,0,7,0.0,False
24,87,0,36,0.0,False
787,7,0,5,0.0,False
66,42,0,26,0.0,False
562,6,0,2,0.0,False
270,12,0,7,0.0,False
871,5,0,3,0.0,False
137,28,0,18,0.0,False
353,17,0,10,0.0,False
21,91,0,48,0.0,False
658,5,0,1,0.0,False
45,65,0,41,0.0,False
121,32,0,16,0.0,False
1691,20,0,8,0.0,False
13,119,0,59,0.0,False
139,24,0,14,0.0,False
206,18,0,9,0.0,False
318,15,0,7,0.0,False
561,8,0,3,0.0,False
51,70,0,48,0.0,False
241,24,0,17,0.0,False
77,46,0,25,0.0,False
211,28,0,18,0.0,False
862,5,0,2,0.0,False
140,32,0,15,0.0,False
217,29,0,22,0.0,False
182,25,0,14,0.0,False
251,16,0,8,0.0,False
1098,5,0,4,0.0,False
106,48,0,34,0.0,False
446,5,0,2,0.0,False
769,8,0,6,0.0,False
917,5,0,3,0.0,False
1127,6,0,6,0.0,False
647,7,0,4,0.0,False
126,25,0,7,0.0,False
43,78,0,49,0.0,False
5,146,0,69,0.0,False
111,26,0,13,0.0,False
1156,6,0,6,0.0,False
16,110,0,56,0.0,False
412,17,0,14,0.0,False
5342,39,0,18,0.0,False
3,251,0,107,0.0,False
219,25,0,17,0.0,False
93,39,0,22,0.0,False
350,16,0,10,0.0,False
306,13,0,7,0.0,False
25,103,0,60,0.0,False
97,41,0,28,0.0,False
83,47,0,26,0.0,False
672,9,0,7,0.0,False
39,53,0,23,0.0,False
449,10,0,7,0.0,False
236,17,0,10,0.0,False
777,14,0,11,0.0,False
63,38,0,19,0.0,False
915,6,0,5,0.0,False
65,54,0,38,0.0,False
508,8,0,5,0.0,False
299,16,0,9,0.0,False
355,12,0,8,0.0,False
238,17,0,12,0.0,False
1222,5,0,5,0.0,False
564,8,0,6,0.0,False
774,8,0,7,0.0,False
420,6,0,1,0.0,False
237,21,0,15,0.0,False
532,6,0,5,0.0,False
504,8,0,4,0.0,False
200,12,0,5,0.0,False
986,6,0,5,0.0,False
436,7,0,4,0.0,False
512,9,0,6,0.0,False
402,13,0,8,0.0,False
6,139,0,62,0.0,False
207,19,0,12,0.0,False
34,70,0,39,0.0,False
56,33,0,11,0.0,False
120,26,0,14,0.0,False
32,71,0,34,0.0,False
170,19,0,8,0.0,False
105,40,0,25,0.0,False
208,15,0,8,0.0,False
974,5,0,4,0.0,False
509,11,0,8,0.0,False
197,33,0,19,0.0,False
2280,5,0,1,0.0,False
36,76,0,38,0.0,False
460,13,0,9,0.0,False
30,90,0,57,0.0,False
557,9,0,6,0.0,False
136,33,0,21,0.0,False
262,15,0,6,0.0,False
190,27,0,13,0.0,False
621,6,0,2,0.0,False
88,38,0,20,0.0,False
163,31,0,24,0.0,False
7380,7,0,1,0.0,False
638,6,0,4,0.0,False
525,6,0,4,0.0,False
289,17,0,10,0.0,False
81,39,0,21,0.0,False
162,25,0,16,0.0,False
886,6,0,3,0.0,False
641,17,0,10,0.0,False
937,15,0,10,0.0,False
394,5,0,0,0.0,False
720,11,0,11,0.0,False
345,13,0,10,0.0,False
295,25,0,23,0.0,False
7390,8,0,7,0.0,False
12,128,0,72,0.0,False
1184,5,0,4,0.0,False
203,26,0,20,0.0,False
1367,5,0,5,0.0,False
433,12,0,8,0.0,False
288,36,0,22,0.0,False
757,7,0,4,0.0,False
49,59,0,36,0.0,False
1059,7,0,7,0.0,False
286,13,0,9,0.0,False
205,27,0,22,0.0,False
27,88,0,47,0.0,False
135,28,0,17,0.0,False
173,32,0,25,0.0,False
125,64,0,45,0.0,False
266,18,0,12,0.0,False
320,15,0,10,0.0,False
5679,11,0,6,0.0,False
100,30,0,13,0.0,False
53,38,0,19,0.0,False
228,20,0,13,0.0,False
227,15,0,7,0.0,False
1348,5,0,5,0.0,False
656,15,0,9,0.0,False
62,42,0,26,0.0,False
877,6,0,4,0.0,False
876,17,0,13,0.0,False
423,7,0,3,0.0,False
311,12,0,7,0.0,False
131,32,0,19,0.0,False
501,6,0,1,0.0,False
626,5,0,1,0.0,False
479,7,0,3,0.0,False
437,8,0,5,0.0,False
159,24,0,8,0.0,False
215,15,0,8,0.0,False
1009,5,0,4,0.0,False
572,8,0,5,0.0,False
202,25,0,15,0.0,False
274,14,0,8,0.0,False
654,9,0,7,0.0,False
661,7,0,4,0.0,False
466,10,0,7,0.0,False
365,13,0,9,0.0,False
841,7,0,6,0.0,False
84,49,0,31,0.0,False
361,10,0,5,0.0,False
386,11,0,4,0.0,False
7327,9,0,7,0.0,False
356,13,0,9,0.0,False
727,5,0,3,0.0,False
3774,9,0,2,0.0,False
664,9,0,7,0.0,False
367,9,0,4,0.0,False
181,22,0,14,0.0,False
326,13,0,5,0.0,False
536,19,0,12,0.0,False
323,14,0,5,0.0,False
1611,6,0,3,0.0,False
609,10,0,7,0.0,False
366,12,0,7,0.0,False
711,6,0,3,0.0,False
380,10,0,5,0.0,False
153,30,0,18,0.0,False
419,14,0,10,0.0,False
468,6,0,3,0.0,False
193,19,0,10,0.0,False
768,8,0,6,0.0,False
411,14,0,9,0.0,False
807,8,0,6,0.0,False
1038,6,0,5,0.0,False
521,6,0,2,0.0,False
1139,6,0,6,0.0,False
733,5,0,2,0.0,False
859,6,0,4,0.0,False
918,6,0,4,0.0,False
341,15,0,10,0.0,False
570,9,0,5,0.0,False
716,17,0,13,0.0,False
313,10,0,4,0.0,False
718,9,0,7,0.0,False
535,11,0,8,0.0,False
224,20,0,15,0.0,False
848,6,0,4,0.0,False
773,5,0,3,0.0,False
842,6,0,5,0.0,False
531,12,0,9,0.0,False
1087,6,0,6,0.0,False
46,50,0,28,0.0,False
435,11,0,9,0.0,False
191,22,0,11,0.0,False
335,9,0,3,0.0,False
59,35,0,18,0.0,False
58,79,0,39,0.0,False
982,5,0,4,0.0,False
61,42,0,24,0.0,False
122,32,0,20,0.0,False
391,14,0,9,0.0,False
434,7,0,2,0.0,False
1192,5,0,4,0.0,False
198,18,0,9,0.0,False
82,44,0,26,0.0,False
245,25,0,15,0.0,False
310,11,0,7,0.0,False
695,10,0,8,0.0,False
280,21,0,16,0.0,False
33,118,0,89,0.0,False
1194,6,0,6,0.0,False
825,8,0,6,0.0,False
1065,7,0,7,0.0,False
684,8,0,4,0.0,False
336,13,0,8,0.0,False
1376,5,0,5,0.0,False
7444,6,0,2,0.0,False
988,6,0,5,0.0,False
979,5,0,4,0.0,False
706,10,0,9,0.0,False
2408,5,0,2,0.0,False
7591,17,0,4,0.0,False
338,6,0,0,0.0,False
7521,6,0,1,0.0,False
384,16,0,8,0.0,False
7575,6,0,2,0.0,False
759,18,0,16,0.0,False
946,16,0,12,0.0,False
7585,7,0,2,0.0,False
7563,5,0,2,0.0,False
3133,8,0,4,0.0,False
7516,5,0,3,0.0,False
314,18,0,6,0.0,False
138,22,0,12,0.0,False
41,71,0,31,0.0,False
549,10,0,7,0.0,False
1064,5,0,3,0.0,False
431,15,0,8,0.0,False
278,17,0,9,0.0,False
728,5,0,2,0.0,False
458,8,0,6,0.0,False
1157,5,0,4,0.0,False
526,13,0,10,0.0,False
522,11,0,7,0.0,False
7551,5,0,2,0.0,False
642,6,0,3,0.0,False
408,21,0,13,0.0,False
7587,5,0,0,0.0,False
429,5,0,1,0.0,False
640,6,0,4,0.0,False
878,5,0,3,0.0,False
98,34,0,13,0.0,False
417,12,0,6,0.0,False
645,17,0,13,0.0,False
371,17,0,13,0.0,False
882,9,0,5,0.0,False
484,12,0,8,0.0,False
497,7,0,5,0.0,False
980,6,0,4,0.0,False
6369,7,0,4,0.0,False
253,19,0,14,0.0,False
110,31,0,14,0.0,False
221,8,0,3,0.0,False
743,6,0,4,0.0,False
1033,5,0,3,0.0,False
362,22,0,15,0.0,False
407,7,0,5,0.0,False
348,13,0,8,0.0,False
687,10,0,8,0.0,False
7602,17,0,0,0.0,False
7594,8,0,0,0.0,False
7586,6,0,1,0.0,False
7590,8,0,1,0.0,False
7484,5,0,0,0.0,False
7506,5,0,0,0.0,False
7483,5,0,0,0.0,False
500,7,0,4,0.0,False
869,5,0,1,0.0,False
528,7,0,5,0.0,False
128,33,0,20,0.0,False
983,6,0,4,0.0,False
694,8,0,4,0.0,False
451,11,0,7,0.0,False
962,6,0,4,0.0,False
1041,6,0,5,0.0,False
1298,5,0,5,0.0,False
166,48,0,26,0.0,False
487,20,0,9,0.0,False
961,6,0,4,0.0,False
7412,5,0,4,0.0,False
7597,9,0,0,0.0,False
267,11,0,3,0.0,False
518,10,0,4,0.0,False
234,12,0,7,0.0,False
854,7,0,6,0.0,False
546,7,0,3,0.0,False
943,6,0,4,0.0,False
513,6,0,4,0.0,False
329,12,0,7,0.0,False
548,8,0,5,0.0,False
589,7,0,3,0.0,False
316,10,0,6,0.0,False
315,18,0,13,0.0,False
467,13,0,9,0.0,False
622,12,0,11,0.0,False
7601,16,0,0,0.0,False
7334,15,0,4,0.0,False
334,8,0,3,0.0,False
187,15,0,9,0.0,False
935,5,0,3,0.0,False
1040,5,0,3,0.0,False
1150,5,0,4,0.0,False
102,34,0,9,0.0,False
1018,5,0,4,0.0,False
482,11,0,6,0.0,False
413,12,0,8,0.0,False
975,6,0,5,0.0,False
967,7,0,6,0.0,False
1111,5,0,4,0.0,False
614,18,0,9,0.0,False
456,10,0,8,0.0,False
1137,6,0,6,0.0,False
1327,5,0,5,0.0,False
741,6,0,4,0.0,False
1324,5,0,5,0.0,False
914,5,0,3,0.0,False
48,59,0,32,0.0,False
383,15,0,10,0.0,False
226,32,0,23,0.0,False
478,16,0,11,0.0,False
569,5,0,4,0.0,False
171,18,0,5,0.0,False
966,7,0,6,0.0,False
488,6,0,4,0.0,False
552,7,0,3,0.0,False
550,10,0,8,0.0,False
1145,5,0,4,0.0,False
1030,5,0,3,0.0,False
799,7,0,5,0.0,False
735,9,0,7,0.0,False
870,7,0,5,0.0,False
732,8,0,6,0.0,False
79,67,0,54,0.0,False
680,13,0,6,0.0,False
183,22,0,5,0.0,False
7593,7,0,0,0.0,False
7499,5,0,3,0.0,False
7592,6,0,0,0.0,False
651,5,0,2,0.0,False
751,7,0,4,0.0,False
627,9,0,5,0.0,False
904,7,0,5,0.0,False
104,38,0,18,0.0,False
1210,8,0,6,0.0,False
321,15,0,9,0.0,False
530,10,0,8,0.0,False
376,17,0,13,0.0,False
397,15,0,12,0.0,False
822,8,0,6,0.0,False
1187,6,0,6,0.0,False
127,23,0,13,0.0,False
428,5,0,2,0.0,False
881,5,0,2,0.0,False
1351,5,0,5,0.0,False
5389,5,0,2,0.0,False
1335,5,0,5,0.0,False
7397,6,0,4,0.0,False
392,10,0,5,0.0,False
50,59,0,35,0.0,False
542,12,0,10,0.0,False
945,7,0,6,0.0,False
939,8,0,8,0.0,False
352,11,0,6,0.0,False
94,18,0,10,0.0,False
233,16,0,7,0.0,False
64,44,0,19,0.0,False
192,18,0,7,0.0,False
605,9,0,5,0.0,False
498,15,0,10,0.0,False
897,6,0,3,0.0,False
1202,5,0,4,0.0,False
281,23,0,11,0.0,False
558,11,0,7,0.0,False
230,14,0,3,0.0,False
604,5,0,4,0.0,False
906,9,0,9,0.0,False
1134,5,0,4,0.0,False
698,6,0,4,0.0,False
438,8,0,4,0.0,False
2293,5,0,4,0.0,False
984,6,0,4,0.0,False
186,9,0,2,0.0,False
832,7,0,5,0.0,False
900,7,0,5,0.0,False
354,5,0,2,0.0,False
853,7,0,5,0.0,False
682,12,0,12,0.0,False
369,12,0,4,0.0,False
1921,9,0,6,0.0,False
134,18,0,6,0.0,False
101,26,0,8,0.0,False
442,11,0,7,0.0,False
655,8,0,6,0.0,False
565,6,0,2,0.0,False
926,11,0,8,0.0,False
406,17,0,11,0.0,False
850,9,0,9,0.0,False
537,8,0,4,0.0,False
298,14,0,7,0.0,False
1083,6,0,6,0.0,False
607,5,0,2,0.0,False
544,7,0,2,0.0,False
344,9,0,5,0.0,False
934,6,0,4,0.0,False
212,19,0,13,0.0,False
660,10,0,8,0.0,False
580,13,0,12,0.0,False
516,11,0,9,0.0,False
243,5,0,0,0.0,False
294,5,0,1,0.0,False
220,12,0,5,0.0,False
690,7,0,2,0.0,False
729,8,0,6,0.0,False
1164,5,0,4,0.0,False
7372,9,0,4,0.0,False
866,7,0,5,0.0,False
954,6,0,4,0.0,False
630,5,0,3,0.0,False
141,29,0,18,0.0,False
1370,5,0,5,0.0,False
894,6,0,4,0.0,False
666,12,0,12,0.0,False
551,5,0,2,0.0,False
730,5,0,2,0.0,False
1269,5,0,5,0.0,False
738,7,0,5,0.0,False
700,9,0,7,0.0,False
28,54,0,28,0.0,False
579,5,0,4,0.0,False
1004,5,0,4,0.0,False
669,8,0,6,0.0,False
235,12,0,3,0.0,False
342,9,0,4,0.0,False
210,12,0,2,0.0,False
851,8,0,7,0.0,False
1132,5,0,4,0.0,False
940,7,0,6,0.0,False
1638,15,0,10,0.0,False
933,6,0,4,0.0,False
539,5,0,3,0.0,False
389,14,0,10,0.0,False
293,13,0,6,0.0,False
713,6,0,4,0.0,False
1401,7,0,4,0.0,False
167,24,0,14,0.0,False
440,6,0,3,0.0,False
308,11,0,6,0.0,False
494,10,0,6,0.0,False
143,24,0,13,0.0,False
643,9,0,6,0.0,False
485,10,0,6,0.0,False
663,9,0,6,0.0,False
813,11,0,8,0.0,False
7553,9,0,5,0.0,False
693,8,0,7,0.0,False
1035,5,0,4,0.0,False
505,12,0,9,0.0,False
132,28,0,19,0.0,False
1021,5,0,4,0.0,False
195,11,0,4,0.0,False
670,7,0,3,0.0,False
275,13,0,5,0.0,False
931,5,0,3,0.0,False
857,7,0,6,0.0,False
675,7,0,4,0.0,False
514,10,0,6,0.0,False
7394,6,0,4,0.0,False
496,8,0,7,0.0,False
960,8,0,8,0.0,False
1149,6,0,6,0.0,False
689,8,0,2,0.0,False
1103,6,0,2,0.0,False
285,14,0,8,0.0,False
5533,8,0,0,0.0,False
7517,7,0,0,0.0,False
7536,6,0,0,0.0,False
566,8,0,4,0.0,False
307,7,0,3,0.0,False
7411,5,0,4,0.0,False
629,8,0,5,0.0,False
540,10,0,8,0.0,False
1191,6,0,6,0.0,False
1349,5,0,5,0.0,False
1166,5,0,4,0.0,False
553,15,0,15,0.0,False
1314,5,0,5,0.0,False
635,7,0,5,0.0,False
1144,5,0,4,0.0,False
2369,9,0,6,0.0,False
490,11,0,9,0.0,False
1173,6,0,6,0.0,False
297,9,0,5,0.0,False
657,8,0,7,0.0,False
601,5,0,2,0.0,False
610,9,0,5,0.0,False
990,6,0,5,0.0,False
7371,7,0,6,0.0,False
793,5,0,2,0.0,False
785,11,0,5,0.0,False
784,6,0,3,0.0,False
240,9,0,2,0.0,False
515,6,0,4,0.0,False
1276,5,0,5,0.0,False
1001,7,0,7,0.0,False
792,13,0,8,0.0,False
717,6,0,5,0.0,False
863,15,0,9,0.0,False
715,11,0,11,0.0,False
992,5,0,3,0.0,False
246,11,0,6,0.0,False
1328,8,0,5,0.0,False
7598,19,0,0,0.0,False
7599,19,0,0,0.0,False
7584,7,0,2,0.0,False
445,5,0,2,0.0,False
803,6,0,2,0.0,False
476,10,0,5,0.0,False
340,14,0,6,0.0,False
404,18,0,16,0.0,False
865,6,0,5,0.0,False
920,7,0,6,0.0,False
1106,5,0,4,0.0,False
1235,9,0,6,0.0,False
475,6,0,3,0.0,False
568,11,0,8,0.0,False
169,21,0,10,0.0,False
7402,5,0,3,0.0,False
830,6,0,3,0.0,False
