source,target,rating,timestamp,datetime,source_idx,target_idx,month
148,768,1,1297227600,2011-02-09 05:00:00,147,767,2011-02
768,45,1,1297314000,2011-02-10 05:00:00,767,44,2011-02
402,249,3,1297314000,2011-02-10 05:00:00,401,248,2011-02
45,768,1,1297314000,2011-02-10 05:00:00,44,767,2011-02
768,446,1,1297314000,2011-02-10 05:00:00,767,445,2011-02
40,2103,1,1297314000,2011-02-10 05:00:00,39,2102,2011-02
4,2103,1,1297314000,2011-02-10 05:00:00,3,2102,2011-02
2103,40,1,1297314000,2011-02-10 05:00:00,2102,39,2011-02
2103,4,1,1297314000,2011-02-10 05:00:00,2102,3,2011-02
446,768,1,1297314000,2011-02-10 05:00:00,445,767,2011-02
4,237,2,1297400400,2011-02-11 05:00:00,3,236,2011-02
23,768,2,1297400400,2011-02-11 05:00:00,22,767,2011-02
4,23,5,1297400400,2011-02-11 05:00:00,3,22,2011-02
512,148,3,1297486800,2011-02-12 05:00:00,511,147,2011-02
237,4,3,1297486800,2011-02-12 05:00:00,236,3,2011-02
1409,148,1,1297486800,2011-02-12 05:00:00,1408,147,2011-02
237,270,5,1297486800,2011-02-12 05:00:00,236,269,2011-02
148,1409,1,1297486800,2011-02-12 05:00:00,147,1408,2011-02
148,119,5,1297486800,2011-02-12 05:00:00,147,118,2011-02
270,237,5,1297486800,2011-02-12 05:00:00,269,236,2011-02
379,223,1,1297573200,2011-02-13 05:00:00,378,222,2011-02
379,466,1,1297573200,2011-02-13 05:00:00,378,465,2011-02
2,379,1,1297573200,2011-02-13 05:00:00,1,378,2011-02
223,379,1,1297573200,2011-02-13 05:00:00,222,378,2011-02
379,1209,2,1297573200,2011-02-13 05:00:00,378,1208,2011-02
466,379,1,1297573200,2011-02-13 05:00:00,465,378,2011-02
148,466,1,1297573200,2011-02-13 05:00:00,147,465,2011-02
54,466,1,1297573200,2011-02-13 05:00:00,53,465,2011-02
379,2,1,1297573200,2011-02-13 05:00:00,378,1,2011-02
466,148,1,1297573200,2011-02-13 05:00:00,465,147,2011-02
466,54,1,1297573200,2011-02-13 05:00:00,465,53,2011-02
1401,148,1,1297659600,2011-02-14 05:00:00,1400,147,2011-02
148,109,1,1297659600,2011-02-14 05:00:00,147,108,2011-02
109,148,1,1297659600,2011-02-14 05:00:00,108,147,2011-02
270,379,1,1297659600,2011-02-14 05:00:00,269,378,2011-02
379,270,1,1297659600,2011-02-14 05:00:00,378,269,2011-02
119,148,2,1297746000,2011-02-15 05:00:00,118,147,2011-02
2698,2,1,1297746000,2011-02-15 05:00:00,2697,1,2011-02
460,54,1,1297746000,2011-02-15 05:00:00,459,53,2011-02
1226,40,1,1297746000,2011-02-15 05:00:00,1225,39,2011-02
2,2698,1,1297746000,2011-02-15 05:00:00,1,2697,2011-02
40,1226,1,1297746000,2011-02-15 05:00:00,39,1225,2011-02
23,1919,1,1297746000,2011-02-15 05:00:00,22,1918,2011-02
74,131,4,1297746000,2011-02-15 05:00:00,73,130,2011-02
148,1401,1,1297832400,2011-02-16 05:00:00,147,1400,2011-02
148,7327,1,1297832400,2011-02-16 05:00:00,147,3505,2011-02
148,840,4,1297832400,2011-02-16 05:00:00,147,839,2011-02
1230,379,1,1297832400,2011-02-16 05:00:00,1229,378,2011-02
1919,40,1,1297832400,2011-02-16 05:00:00,1918,39,2011-02
40,1919,1,1297832400,2011-02-16 05:00:00,39,1918,2011-02
379,109,1,1297832400,2011-02-16 05:00:00,378,108,2011-02
379,1230,1,1297832400,2011-02-16 05:00:00,378,1229,2011-02
54,379,1,1297832400,2011-02-16 05:00:00,53,378,2011-02
840,148,4,1297832400,2011-02-16 05:00:00,839,147,2011-02
44,711,2,1297832400,2011-02-16 05:00:00,43,710,2011-02
131,148,3,1297832400,2011-02-16 05:00:00,130,147,2011-02
379,54,1,1297832400,2011-02-16 05:00:00,378,53,2011-02
7327,1401,1,1297832400,2011-02-16 05:00:00,3505,1400,2011-02
152,1628,1,1297832400,2011-02-16 05:00:00,151,1627,2011-02
512,152,1,1297832400,2011-02-16 05:00:00,511,151,2011-02
148,131,3,1297832400,2011-02-16 05:00:00,147,130,2011-02
109,379,1,1297832400,2011-02-16 05:00:00,108,378,2011-02
1628,152,1,1297832400,2011-02-16 05:00:00,1627,151,2011-02
148,152,1,1297918800,2011-02-17 05:00:00,147,151,2011-02
152,148,1,1297918800,2011-02-17 05:00:00,151,147,2011-02
4,710,3,1297918800,2011-02-17 05:00:00,3,709,2011-02
40,1600,1,1297918800,2011-02-17 05:00:00,39,1599,2011-02
710,4,3,1297918800,2011-02-17 05:00:00,709,3,2011-02
1600,40,1,1297918800,2011-02-17 05:00:00,1599,39,2011-02
935,23,1,1298005200,2011-02-18 05:00:00,934,22,2011-02
148,40,1,1298005200,2011-02-18 05:00:00,147,39,2011-02
40,148,1,1298005200,2011-02-18 05:00:00,39,147,2011-02
2,446,2,1298005200,2011-02-18 05:00:00,1,445,2011-02
711,44,2,1298005200,2011-02-18 05:00:00,710,43,2011-02
23,935,1,1298005200,2011-02-18 05:00:00,22,934,2011-02
2,769,2,1298005200,2011-02-18 05:00:00,1,768,2011-02
769,2,2,1298005200,2011-02-18 05:00:00,768,1,2011-02
152,769,1,1298091600,2011-02-19 05:00:00,151,768,2011-02
460,769,1,1298091600,2011-02-19 05:00:00,459,768,2011-02
148,512,3,1298091600,2011-02-19 05:00:00,147,511,2011-02
460,512,1,1298091600,2011-02-19 05:00:00,459,511,2011-02
4,1270,3,1298091600,2011-02-19 05:00:00,3,1269,2011-02
769,460,1,1298091600,2011-02-19 05:00:00,768,459,2011-02
512,460,1,1298091600,2011-02-19 05:00:00,511,459,2011-02
119,769,1,1298091600,2011-02-19 05:00:00,118,768,2011-02
1270,4,3,1298091600,2011-02-19 05:00:00,1269,3,2011-02
769,119,1,1298091600,2011-02-19 05:00:00,768,118,2011-02
769,152,1,1298091600,2011-02-19 05:00:00,768,151,2011-02
44,148,1,1298178000,2011-02-20 05:00:00,43,147,2011-02
148,44,1,1298178000,2011-02-20 05:00:00,147,43,2011-02
4,2,7,1298264400,2011-02-21 05:00:00,3,1,2011-02
40,851,1,1298264400,2011-02-21 05:00:00,39,850,2011-02
152,54,1,1298264400,2011-02-21 05:00:00,151,53,2011-02
54,152,1,1298264400,2011-02-21 05:00:00,53,151,2011-02
148,1600,2,1298264400,2011-02-21 05:00:00,147,1599,2011-02
1600,148,2,1298264400,2011-02-21 05:00:00,1599,147,2011-02
851,40,1,1298264400,2011-02-21 05:00:00,850,39,2011-02
2,4,9,1298264400,2011-02-21 05:00:00,1,3,2011-02
251,223,1,1298350800,2011-02-22 05:00:00,250,222,2011-02
223,251,1,1298350800,2011-02-22 05:00:00,222,250,2011-02
1401,40,2,1298350800,2011-02-22 05:00:00,1400,39,2011-02
531,54,1,1298437200,2011-02-23 05:00:00,530,53,2011-02
7327,531,1,1298437200,2011-02-23 05:00:00,3505,530,2011-02
531,7327,1,1298437200,2011-02-23 05:00:00,530,3505,2011-02
54,531,1,1298437200,2011-02-23 05:00:00,53,530,2011-02
40,234,1,1298523600,2011-02-24 05:00:00,39,233,2011-02
234,40,1,1298523600,2011-02-24 05:00:00,233,39,2011-02
379,44,1,1298523600,2011-02-24 05:00:00,378,43,2011-02
531,45,1,1298610000,2011-02-25 05:00:00,530,44,2011-02
131,531,1,1298610000,2011-02-25 05:00:00,130,530,2011-02
106,297,2,1298610000,2011-02-25 05:00:00,105,296,2011-02
2438,23,1,1298610000,2011-02-25 05:00:00,2437,22,2011-02
40,1077,1,1298610000,2011-02-25 05:00:00,39,1076,2011-02
531,840,2,1298610000,2011-02-25 05:00:00,530,839,2011-02
840,531,2,1298610000,2011-02-25 05:00:00,839,530,2011-02
297,106,2,1298610000,2011-02-25 05:00:00,296,105,2011-02
148,1913,2,1298610000,2011-02-25 05:00:00,147,1912,2011-02
23,2438,1,1298610000,2011-02-25 05:00:00,22,2437,2011-02
45,531,1,1298610000,2011-02-25 05:00:00,44,530,2011-02
531,131,1,1298610000,2011-02-25 05:00:00,530,130,2011-02
1913,148,2,1298610000,2011-02-25 05:00:00,1912,147,2011-02
23,44,2,1298610000,2011-02-25 05:00:00,22,43,2011-02
297,1212,3,1298696400,2011-02-26 05:00:00,296,1211,2011-02
1921,1270,1,1298696400,2011-02-26 05:00:00,1920,1269,2011-02
1270,1921,1,1298696400,2011-02-26 05:00:00,1269,1920,2011-02
109,1270,1,1298696400,2011-02-26 05:00:00,108,1269,2011-02
1270,109,1,1298696400,2011-02-26 05:00:00,1269,108,2011-02
4,531,1,1298696400,2011-02-26 05:00:00,3,530,2011-02
626,152,1,1298782800,2011-02-27 05:00:00,625,151,2011-02
1401,7552,2,1298782800,2011-02-27 05:00:00,1400,3730,2011-02
7552,1401,2,1298782800,2011-02-27 05:00:00,3730,1400,2011-02
1401,2,2,1298782800,2011-02-27 05:00:00,1400,1,2011-02
108,109,1,1298782800,2011-02-27 05:00:00,107,108,2011-02
109,108,1,1298782800,2011-02-27 05:00:00,108,107,2011-02
152,626,1,1298782800,2011-02-27 05:00:00,151,625,2011-02
1077,40,1,1298869200,2011-02-28 05:00:00,1076,39,2011-02
1226,23,2,1298869200,2011-02-28 05:00:00,1225,22,2011-02
223,109,1,1298869200,2011-02-28 05:00:00,222,108,2011-02
840,54,1,1298869200,2011-02-28 05:00:00,839,53,2011-02
531,774,1,1298869200,2011-02-28 05:00:00,530,773,2011-02
54,840,1,1298869200,2011-02-28 05:00:00,53,839,2011-02
2,312,6,1298869200,2011-02-28 05:00:00,1,311,2011-02
774,531,1,1298869200,2011-02-28 05:00:00,773,530,2011-02
109,223,1,1298869200,2011-02-28 05:00:00,108,222,2011-02
23,1226,2,1298869200,2011-02-28 05:00:00,22,1225,2011-02
109,1099,1,1298955600,2011-03-01 05:00:00,108,1098,2011-03
148,1099,1,1298955600,2011-03-01 05:00:00,147,1098,2011-03
148,139,1,1298955600,2011-03-01 05:00:00,147,138,2011-03
1099,145,1,1298955600,2011-03-01 05:00:00,1098,144,2011-03
1099,109,1,1298955600,2011-03-01 05:00:00,1098,108,2011-03
1099,148,1,1298955600,2011-03-01 05:00:00,1098,147,2011-03
145,1099,1,1298955600,2011-03-01 05:00:00,144,1098,2011-03
145,223,1,1298955600,2011-03-01 05:00:00,144,222,2011-03
223,145,1,1298955600,2011-03-01 05:00:00,222,144,2011-03
139,148,1,1298955600,2011-03-01 05:00:00,138,147,2011-03
466,45,1,1299042000,2011-03-02 05:00:00,465,44,2011-03
251,4,1,1299042000,2011-03-02 05:00:00,250,3,2011-03
45,466,1,1299042000,2011-03-02 05:00:00,44,465,2011-03
512,4,1,1299042000,2011-03-02 05:00:00,511,3,2011-03
4,512,1,1299042000,2011-03-02 05:00:00,3,511,2011-03
193,4,2,1299042000,2011-03-02 05:00:00,192,3,2011-03
4,193,2,1299042000,2011-03-02 05:00:00,3,192,2011-03
4,1908,1,1299128400,2011-03-03 05:00:00,3,1907,2011-03
250,4,2,1299128400,2011-03-03 05:00:00,249,3,2011-03
1908,4,1,1299128400,2011-03-03 05:00:00,1907,3,2011-03
1212,297,1,1299128400,2011-03-03 05:00:00,1211,296,2011-03
4,250,2,1299128400,2011-03-03 05:00:00,3,249,2011-03
4,1816,1,1299214800,2011-03-04 05:00:00,3,1815,2011-03
1816,4,1,1299214800,2011-03-04 05:00:00,1815,3,2011-03
1076,44,2,1299214800,2011-03-04 05:00:00,1075,43,2011-03
44,1076,2,1299214800,2011-03-04 05:00:00,43,1075,2011-03
512,109,3,1299214800,2011-03-04 05:00:00,511,108,2011-03
44,379,2,1299387600,2011-03-06 05:00:00,43,378,2011-03
44,1131,1,1299387600,2011-03-06 05:00:00,43,1130,2011-03
1131,44,1,1299387600,2011-03-06 05:00:00,1130,43,2011-03
44,131,1,1299387600,2011-03-06 05:00:00,43,130,2011-03
131,44,1,1299387600,2011-03-06 05:00:00,130,43,2011-03
379,4,1,1299474000,2011-03-07 05:00:00,378,3,2011-03
44,106,1,1299474000,2011-03-07 05:00:00,43,105,2011-03
23,139,2,1299474000,2011-03-07 05:00:00,22,138,2011-03
165,223,1,1299474000,2011-03-07 05:00:00,164,222,2011-03
223,165,1,1299474000,2011-03-07 05:00:00,222,164,2011-03
106,44,1,1299474000,2011-03-07 05:00:00,105,43,2011-03
139,23,2,1299474000,2011-03-07 05:00:00,138,22,2011-03
54,2,8,1299474000,2011-03-07 05:00:00,53,1,2011-03
23,108,2,1299560400,2011-03-08 05:00:00,22,107,2011-03
1601,23,1,1299646800,2011-03-09 05:00:00,1600,22,2011-03
4,1,2,1299646800,2011-03-09 05:00:00,3,0,2011-03
2439,4,1,1299646800,2011-03-09 05:00:00,2438,3,2011-03
23,1601,1,1299646800,2011-03-09 05:00:00,22,1600,2011-03
108,1601,1,1299646800,2011-03-09 05:00:00,107,1600,2011-03
23,1398,1,1299646800,2011-03-09 05:00:00,22,1397,2011-03
1601,108,1,1299646800,2011-03-09 05:00:00,1600,107,2011-03
1398,23,1,1299646800,2011-03-09 05:00:00,1397,22,2011-03
4,2439,1,1299646800,2011-03-09 05:00:00,3,2438,2011-03
23,1131,4,1299733200,2011-03-10 05:00:00,22,1130,2011-03
2440,7552,1,1299733200,2011-03-10 05:00:00,2439,3730,2011-03
23,99,2,1299733200,2011-03-10 05:00:00,22,98,2011-03
99,23,2,1299733200,2011-03-10 05:00:00,98,22,2011-03
7552,2440,1,1299733200,2011-03-10 05:00:00,3730,2439,2011-03
23,1078,1,1299906000,2011-03-12 05:00:00,22,1077,2011-03
23,84,1,1299906000,2011-03-12 05:00:00,22,83,2011-03
4,840,1,1299906000,2011-03-12 05:00:00,3,839,2011-03
840,4,1,1299906000,2011-03-12 05:00:00,839,3,2011-03
1078,23,1,1299906000,2011-03-12 05:00:00,1077,22,2011-03
468,4,2,1299992400,2011-03-13 05:00:00,467,3,2011-03
