source,target,rating,timestamp,datetime,source_idx,target_idx,month
36,37,1,1291157823.29216,2010-11-30 22:57:03.292160034,27,28,2010-11
37,36,1,1291159845.12556,2010-11-30 23:30:45.125560045,28,27,2010-11
35,1,1,1291159911.11891,2010-11-30 23:31:51.118910074,26,0,2010-11
17,1,9,1291217882.28299,2010-12-01 15:38:02.282989979,13,0,2010-12
8,1,3,1291315232.33698,2010-12-02 18:40:32.336980104,7,0,2010-12
7,29,2,1291376109.62385,2010-12-03 11:35:09.623850107,6,21,2010-12
1,20,2,1291505266.30993,2010-12-04 23:27:46.309930086,0,15,2010-12
37,44,1,1291515528.23159,2010-12-05 02:18:48.231590033,28,31,2010-12
44,37,1,1291515697.49227,2010-12-05 02:21:37.492269993,31,28,2010-12
39,45,1,1291578872.19781,2010-12-05 19:54:32.197809935,29,32,2010-12
39,7,3,1291590274.45619,2010-12-05 23:04:34.456190109,29,6,2010-12
39,44,1,1291591178.25959,2010-12-05 23:19:38.259589911,29,31,2010-12
44,39,1,1291591211.84395,2010-12-05 23:20:11.843950033,31,29,2010-12
23,17,1,1291623781.12772,2010-12-06 08:23:01.127720118,17,13,2010-12
23,19,1,1291623787.90955,2010-12-06 08:23:07.909549952,17,14,2010-12
36,46,1,1291684579.71178,2010-12-07 01:16:19.711780071,27,33,2010-12
46,36,1,1291684612.11599,2010-12-07 01:16:52.115989923,33,27,2010-12
47,1,2,1291740270.94728,2010-12-07 16:44:30.947279930,34,0,2010-12
13,7,1,1291757016.29721,2010-12-07 21:23:36.297209978,10,6,2010-12
7,13,1,1291757031.50303,2010-12-07 21:23:51.503030062,6,10,2010-12
29,51,1,1292070534.03952,2010-12-11 12:28:54.039520025,21,35,2010-12
51,29,1,1292071378.89261,2010-12-11 12:42:58.892610073,35,21,2010-12
29,52,1,1292085236.69986,2010-12-11 16:33:56.699860096,21,36,2010-12
52,29,1,1292085280.0736,2010-12-11 16:34:40.073600054,36,21,2010-12
45,39,2,1292099160.9751,2010-12-11 20:26:00.975100040,32,29,2010-12
45,53,2,1292189306.47485,2010-12-12 21:28:26.474849939,32,37,2010-12
53,45,2,1292189412.5311,2010-12-12 21:30:12.531100035,37,32,2010-12
45,54,2,1292193828.31273,2010-12-12 22:43:48.312730074,32,38,2010-12
54,45,2,1292195062.40986,2010-12-12 23:04:22.409859896,38,32,2010-12
1,54,1,1292196392.21474,2010-12-12 23:26:32.214740038,0,38,2010-12
54,1,1,1292196407.13906,2010-12-12 23:26:47.139060020,38,0,2010-12
7,3,6,1292200462.1576,2010-12-13 00:34:22.157599926,6,2,2010-12
36,41,2,1292206237.08404,2010-12-13 02:10:37.084039927,27,30,2010-12
41,36,2,1292206272.45044,2010-12-13 02:11:12.450439930,30,27,2010-12
36,21,2,1292297572.76433,2010-12-14 03:32:52.764329910,27,16,2010-12
21,36,2,1292297608.09604,2010-12-14 03:33:28.096040010,16,27,2010-12
7,36,3,1292361185.86524,2010-12-14 21:13:05.865240097,6,27,2010-12
36,7,4,1292361298.90511,2010-12-14 21:14:58.905109882,27,6,2010-12
7,53,4,1292442401.75654,2010-12-15 19:46:41.756540060,6,37,2010-12
53,7,4,1292442432.71184,2010-12-15 19:47:12.711839914,37,6,2010-12
7,55,1,1292447857.20632,2010-12-15 21:17:37.206320047,6,39,2010-12
55,7,1,1292490376.23637,2010-12-16 09:06:16.236370087,39,6,2010-12
29,7,2,1292716197.42619,2010-12-18 23:49:57.426189899,21,6,2010-12
4,57,5,1292795818.34165,2010-12-19 21:56:58.341650009,3,41,2010-12
39,21,2,1292819158.23834,2010-12-20 04:25:58.238339901,29,16,2010-12
21,39,2,1292819328.73322,2010-12-20 04:28:48.733220100,16,29,2010-12
4,61,2,1292823618.44624,2010-12-20 05:40:18.446239948,3,43,2010-12
61,4,3,1292823672.32603,2010-12-20 05:41:12.326030016,43,3,2010-12
61,20,8,1292823684.25402,2010-12-20 05:41:24.254019975,43,15,2010-12
61,2,2,1292823727.667,2010-12-20 05:42:07.667000055,43,1,2010-12
35,65,1,1292920838.87248,2010-12-21 08:40:38.872479916,26,46,2010-12
65,35,2,1292935948.10307,2010-12-21 12:52:28.103070021,46,26,2010-12
56,1,2,1292957157.40408,2010-12-21 18:45:57.404079914,40,0,2010-12
1,56,2,1292957195.7147,2010-12-21 18:46:35.714699984,0,40,2010-12
4,66,2,1293050723.00352,2010-12-22 20:45:23.003520012,3,47,2010-12
66,4,2,1293054742.65514,2010-12-22 21:52:22.655139923,47,3,2010-12
21,7,5,1293191604.74618,2010-12-24 11:53:24.746180058,16,6,2010-12
7,20,4,1293409870.96218,2010-12-27 00:31:10.962179899,6,15,2010-12
35,69,1,1293448472.81444,2010-12-27 11:14:32.814440012,26,49,2010-12
35,70,1,1293448479.2438,2010-12-27 11:14:39.243799925,26,50,2010-12
39,69,2,1293453341.91475,2010-12-27 12:35:41.914750099,29,49,2010-12
69,39,2,1293453456.20721,2010-12-27 12:37:36.207210064,49,29,2010-12
69,35,2,1293453463.2234,2010-12-27 12:37:43.223400116,49,26,2010-12
1,71,1,1293481238.15303,2010-12-27 20:20:38.153029919,0,51,2010-12
71,1,8,1293481551.96527,2010-12-27 20:25:51.965270042,51,0,2010-12
7,28,2,1293481688.78585,2010-12-27 20:28:08.785850048,6,20,2010-12
28,7,1,1293482234.62328,2010-12-27 20:37:14.623280048,20,6,2010-12
4,72,4,1293523499.48644,2010-12-28 08:04:59.486439943,3,52,2010-12
1,74,1,1293579274.01007,2010-12-28 23:34:34.010070086,0,53,2010-12
74,1,1,1293579280.83393,2010-12-28 23:34:40.833930016,53,0,2010-12
41,75,1,1293583961.4875,2010-12-29 00:52:41.487499952,30,54,2010-12
68,64,1,1293603105.36008,2010-12-29 06:11:45.360080004,48,45,2010-12
76,7,1,1293604543.59049,2010-12-29 06:35:43.590490103,55,6,2010-12
7,76,1,1293604590.1113,2010-12-29 06:36:30.111299992,6,55,2010-12
7,19,5,1293632316.69358,2010-12-29 14:18:36.693579912,6,14,2010-12
32,23,1,1293643257.60649,2010-12-29 17:20:57.606489897,23,17,2010-12
23,32,1,1293646340.181,2010-12-29 18:12:20.180999994,17,23,2010-12
23,20,1,1293661055.82282,2010-12-29 22:17:35.822819948,17,15,2010-12
61,77,4,1293665840.7407,2010-12-29 23:37:20.740700006,43,56,2010-12
1,78,1,1293749573.83432,2010-12-30 22:52:53.834320068,0,57,2010-12
78,1,1,1293749669.21687,2010-12-30 22:54:29.216870070,57,0,2010-12
60,41,1,1293819840.40947,2010-12-31 18:24:00.409470081,42,30,2010-12
41,60,1,1293820339.69123,2010-12-31 18:32:19.691230059,30,42,2010-12
78,60,1,1293831460.95955,2010-12-31 21:37:40.959549904,57,42,2010-12
60,78,1,1293831479.76095,2010-12-31 21:37:59.760950089,42,57,2010-12
57,4,2,1293843254.06475,2011-01-01 00:54:14.064749956,41,3,2011-01
23,69,1,1293888120.91641,2011-01-01 13:22:00.916409969,17,49,2011-01
69,23,1,1293888137.47196,2011-01-01 13:22:17.471960068,49,17,2011-01
64,68,1,1293930357.98644,2011-01-02 01:05:57.986439943,45,48,2011-01
35,79,1,1293994479.85825,2011-01-02 18:54:39.858249903,26,58,2011-01
79,35,1,1293996991.46985,2011-01-02 19:36:31.469850063,58,26,2011-01
41,4,1,1294081163.014,2011-01-03 18:59:23.013999939,30,3,2011-01
4,41,1,1294081177.89816,2011-01-03 18:59:37.898159981,3,30,2011-01
1,68,2,1294083688.36895,2011-01-03 19:41:28.368949890,0,48,2011-01
68,1,2,1294083725.97495,2011-01-03 19:42:05.974950075,48,0,2011-01
69,28,3,1294126590.415,2011-01-04 07:36:30.414999962,49,20,2011-01
28,69,3,1294152392.91925,2011-01-04 14:46:32.919250011,20,49,2011-01
64,80,1,1294190542.60702,2011-01-05 01:22:22.607019901,45,59,2011-01
17,81,1,1294192094.04763,2011-01-05 01:48:14.047630072,13,60,2011-01
81,17,1,1294192614.67232,2011-01-05 01:56:54.672319889,60,13,2011-01
69,62,1,1294244410.4263,2011-01-05 16:20:10.426300049,49,44,2011-01
62,69,1,1294249080.61302,2011-01-05 17:38:00.613019943,44,49,2011-01
41,83,1,1294262869.27706,2011-01-05 21:27:49.277060032,30,61,2011-01
41,104,1,1294267264.64071,2011-01-05 22:41:04.640710115,30,75,2011-01
83,41,1,1294267277.04065,2011-01-05 22:41:17.040649891,61,30,2011-01
41,86,1,1294271217.57214,2011-01-05 23:46:57.572139978,30,62,2011-01
86,41,1,1294274023.32141,2011-01-06 00:33:43.321409941,62,30,2011-01
104,41,1,1294285068.74772,2011-01-06 03:37:48.747720003,75,30,2011-01
4,87,1,1294300030.22996,2011-01-06 07:47:10.229959965,3,63,2011-01
87,4,1,1294300186.31404,2011-01-06 07:49:46.314039946,63,3,2011-01
81,69,2,1294395970.3296,2011-01-07 10:26:10.329600096,60,49,2011-01
69,81,2,1294396076.49534,2011-01-07 10:27:56.495340109,49,60,2011-01
41,89,1,1294426072.97569,2011-01-07 18:47:52.975689888,30,65,2011-01
89,41,1,1294429629.84466,2011-01-07 19:47:09.844660044,65,30,2011-01
60,87,1,1294429932.32732,2011-01-07 19:52:12.327320099,42,63,2011-01
87,60,1,1294429999.78412,2011-01-07 19:53:19.784120083,63,42,2011-01
7,89,2,1294438542.46541,2011-01-07 22:15:42.465409994,6,65,2011-01
89,7,2,1294439193.84082,2011-01-07 22:26:33.840820074,65,6,2011-01
64,94,1,1294546375.24239,2011-01-09 04:12:55.242389917,45,67,2011-01
41,70,1,1294595719.20179,2011-01-09 17:55:19.201790094,30,50,2011-01
94,64,1,1294599138.54006,2011-01-09 18:52:18.540060043,67,45,2011-01
70,95,1,1294600321.90078,2011-01-09 19:12:01.900779963,50,68,2011-01
95,70,3,1294600354.23511,2011-01-09 19:12:34.235110044,68,50,2011-01
70,41,1,1294600355.24831,2011-01-09 19:12:35.248310089,50,30,2011-01
70,35,1,1294600362.03195,2011-01-09 19:12:42.031949997,50,26,2011-01
39,17,3,1294689381.25255,2011-01-10 19:56:21.252549886,29,13,2011-01
17,39,1,1294689438.39491,2011-01-10 19:57:18.394910097,13,29,2011-01
70,96,1,1294788721.90836,2011-01-11 23:32:01.908360004,50,69,2011-01
96,70,3,1294854693.16331,2011-01-12 17:51:33.163310051,69,50,2011-01
15,97,2,1294919858.69515,2011-01-13 11:57:38.695149899,11,70,2011-01
97,15,2,1294927076.83628,2011-01-13 13:57:56.836280107,70,11,2011-01
69,99,4,1294947596.86945,2011-01-13 19:39:56.869450092,49,71,2011-01
99,69,1,1294953308.35973,2011-01-13 21:15:08.359730005,71,49,2011-01
88,7,3,1294974057.98044,2011-01-14 03:00:57.980439901,64,6,2011-01
1,81,1,1294982042.23521,2011-01-14 05:14:02.235209942,0,60,2011-01
70,15,1,1294996843.91845,2011-01-14 09:20:43.918450117,50,11,2011-01
15,70,1,1295011593.79396,2011-01-14 13:26:33.793960094,11,50,2011-01
81,1,1,1295060559.46632,2011-01-15 03:02:39.466320038,60,0,2011-01
1,101,1,1295163873.99206,2011-01-16 07:44:33.992059946,0,73,2011-01
62,54,2,1295213497.49792,2011-01-16 21:31:37.497920036,44,38,2011-01
54,62,2,1295213513.50181,2011-01-16 21:31:53.501810074,38,44,2011-01
101,1,1,1295219864.74438,2011-01-16 23:17:44.744379997,73,0,2011-01
100,101,1,1295223074.80015,2011-01-17 00:11:14.800149918,72,73,2011-01
101,103,1,1295223955.11582,2011-01-17 00:25:55.115819931,73,74,2011-01
80,25,2,1295282631.45186,2011-01-17 16:43:51.451859951,59,18,2011-01
100,60,2,1295394666.14979,2011-01-18 23:51:06.149790049,72,42,2011-01
39,4,1,1295416559.00524,2011-01-19 05:55:59.005239964,29,3,2011-01
4,39,1,1295416571.50888,2011-01-19 05:56:11.508879900,3,29,2011-01
41,105,1,1295460035.88087,2011-01-19 18:00:35.880870104,30,76,2011-01
72,4,4,1295507765.13172,2011-01-20 07:16:05.131720066,52,3,2011-01
96,106,1,1295538196.77426,2011-01-20 15:43:16.774260044,69,77,2011-01
106,96,1,1295560693.07907,2011-01-20 21:58:13.079070091,77,69,2011-01
81,107,2,1295620829.44948,2011-01-21 14:40:29.449480057,60,78,2011-01
107,81,3,1295622238.77534,2011-01-21 15:03:58.775340080,78,60,2011-01
60,108,1,1295647515.55323,2011-01-21 22:05:15.553230047,42,79,2011-01
108,60,1,1295647536.52286,2011-01-21 22:05:36.522860050,79,42,2011-01
97,68,1,1295720115.42616,2011-01-22 18:15:15.426160097,70,48,2011-01
68,97,1,1295720324.59948,2011-01-22 18:18:44.599479914,48,70,2011-01
96,107,2,1295806593.89702,2011-01-23 18:16:33.897020102,69,78,2011-01
7,109,1,1295847189.68733,2011-01-24 05:33:09.687330008,6,80,2011-01
109,7,1,1295847197.87082,2011-01-24 05:33:17.870820045,80,6,2011-01
41,110,1,1295990232.96892,2011-01-25 21:17:12.968919992,30,81,2011-01
41,68,1,1295995414.74313,2011-01-25 22:43:34.743129969,30,48,2011-01
68,41,1,1295995480.14498,2011-01-25 22:44:40.144979954,48,30,2011-01
107,96,2,1296071385.99524,2011-01-26 19:49:45.995239973,78,69,2011-01
23,7,5,1296076062.49974,2011-01-26 21:07:42.499739885,17,6,2011-01
7,111,1,1296085723.47309,2011-01-26 23:48:43.473089933,6,82,2011-01
111,7,1,1296085847.78287,2011-01-26 23:50:47.782870054,82,6,2011-01
64,112,2,1296096741.77722,2011-01-27 02:52:21.777220011,45,83,2011-01
112,64,2,1296096768.61653,2011-01-27 02:52:48.616529942,83,45,2011-01
112,77,1,1296163310.87274,2011-01-27 21:21:50.872740030,83,56,2011-01
112,115,2,1296163344.67709,2011-01-27 21:22:24.677089930,83,86,2011-01
112,60,4,1296163403.15362,2011-01-27 21:23:23.153620005,83,42,2011-01
60,112,4,1296164244.66224,2011-01-27 21:37:24.662240028,42,83,2011-01
109,39,1,1296229412.30641,2011-01-28 15:43:32.306410074,80,29,2011-01
39,109,1,1296229420.53809,2011-01-28 15:43:40.538089991,29,80,2011-01
6,114,2,1296291457.0187,2011-01-29 08:57:37.018699884,5,85,2011-01
114,39,1,1296291483.02942,2011-01-29 08:58:03.029419899,85,29,2011-01
6,32,1,1296291723.90977,2011-01-29 09:02:03.909770012,5,23,2011-01
39,114,1,1296291878.91863,2011-01-29 09:04:38.918629885,29,85,2011-01
47,7,1,1296512060.00051,2011-01-31 22:14:20.000509977,34,6,2011-01
1,119,1,1296512102.9696,2011-01-31 22:15:02.969599962,0,88,2011-01
119,1,10,1296513384.09698,2011-01-31 22:36:24.096980095,88,0,2011-01
100,1,3,1296513427.30484,2011-01-31 22:37:07.304840088,72,0,2011-01
100,7,4,1296528583.06603,2011-02-01 02:49:43.066030025,72,6,2011-02
7,100,2,1296528668.83435,2011-02-01 02:51:08.834350109,6,72,2011-02
7,47,1,1296528718.47876,2011-02-01 02:51:58.478760004,6,34,2011-02
7,122,1,1296553673.17861,2011-02-01 09:47:53.178610086,6,90,2011-02
122,7,1,1296553681.63051,2011-02-01 09:48:01.630510092,90,6,2011-02
23,108,1,1296579082.73748,2011-02-01 16:51:22.737479925,17,79,2011-02
108,23,1,1296579092.82596,2011-02-01 16:51:32.825959921,79,17,2011-02
108,104,1,1296580101.4228,2011-02-01 17:08:21.422800064,79,75,2011-02
104,108,1,1296580127.98678,2011-02-01 17:08:47.986779928,75,79,2011-02
60,56,2,1296595302.62143,2011-02-01 21:21:42.621429920,42,40,2011-02
115,77,3,1296601381.26798,2011-02-01 23:03:01.267980099,86,56,2011-02
119,127,10,1296608630.85714,2011-02-02 01:03:50.857140064,88,92,2011-02
119,25,1,1296609273.32248,2011-02-02 01:14:33.322479963,88,18,2011-02
1,2,8,1296629343.62073,2011-02-02 06:49:03.620729923,0,1,2011-02
1,76,2,1296631215.11468,2011-02-02 07:20:15.114680052,0,55,2011-02
76,1,2,1296631324.44843,2011-02-02 07:22:04.448430061,55,0,2011-02
1,23,6,1296657671.10019,2011-02-02 14:41:11.100189924,0,17,2011-02
54,129,1,1296682612.84857,2011-02-02 21:36:52.848570108,38,93,2011-02
116,7,2,1296688733.36417,2011-02-02 23:18:53.364170074,87,6,2011-02
7,116,2,1296688773.26321,2011-02-02 23:19:33.263210058,6,87,2011-02
54,13,2,1296690713.9312,2011-02-02 23:51:53.931200027,38,10,2011-02
13,54,2,1296690764.78868,2011-02-02 23:52:44.788680077,10,38,2011-02
77,39,3,1296754197.20889,2011-02-03 17:29:57.208889961,56,29,2011-02
77,15,1,1296754335.65361,2011-02-03 17:32:15.653609991,56,11,2011-02
77,6,3,1296754391.49849,2011-02-03 17:33:11.498490095,56,5,2011-02
77,1,3,1296754396.24231,2011-02-03 17:33:16.242310047,56,0,2011-02
77,23,1,1296754414.29012,2011-02-03 17:33:34.290119886,56,17,2011-02
77,28,3,1296754435.61868,2011-02-03 17:33:55.618680000,56,20,2011-02
77,115,3,1296754444.14572,2011-02-03 17:34:04.145720005,56,86,2011-02
77,112,1,1296754511.90955,2011-02-03 17:35:11.909549952,56,83,2011-02
77,131,1,1296754599.04721,2011-02-03 17:36:39.047209978,56,94,2011-02
77,61,3,1296754644.6621,2011-02-03 17:37:24.662100077,56,43,2011-02
129,54,1,1296758779.86266,2011-02-03 18:46:19.862659931,93,38,2011-02
54,2,2,1296769471.34734,2011-02-03 21:44:31.347340107,38,1,2011-02
2,54,2,1296769494.33436,2011-02-03 21:44:54.334359884,1,38,2011-02
127,119,10,1296772979.27922,2011-02-03 22:42:59.279220104,92,88,2011-02
127,132,1,1296773129.83712,2011-02-03 22:45:29.837120056,92,95,2011-02
132,127,2,1296774360.49458,2011-02-03 23:06:00.494580030,95,92,2011-02
7,133,1,1296792123.6835,2011-02-04 04:02:03.683500051,6,96,2011-02
133,7,1,1296792359.704,2011-02-04 04:05:59.703999996,96,6,2011-02
105,41,1,1296837862.5248,2011-02-04 16:44:22.524800061,76,30,2011-02
41,64,1,1296868252.526,2011-02-05 01:10:52.526000023,30,45,2011-02
64,41,1,1296868317.36329,2011-02-05 01:11:57.363290071,45,30,2011-02
57,110,1,1296870068.1895,2011-02-05 01:41:08.189500093,41,81,2011-02
113,125,2,1296884305.28705,2011-02-05 05:38:25.287050009,84,91,2011-02
125,113,2,1296884644.81214,2011-02-05 05:44:04.812139988,91,84,2011-02
54,7,6,1296913225.27207,2011-02-05 13:40:25.272069931,38,6,2011-02
7,54,5,1296913557.93463,2011-02-05 13:45:57.934629917,6,38,2011-02
113,23,2,1296927382.06491,2011-02-05 17:36:22.064909935,84,17,2011-02
113,135,2,1296927424.46441,2011-02-05 17:37:04.464410067,84,98,2011-02
135,113,2,1296927623.98348,2011-02-05 17:40:23.983479977,98,84,2011-02
78,36,2,1297093748.02624,2011-02-07 15:49:08.026240110,57,27,2011-02
36,78,2,1297093804.32766,2011-02-07 15:50:04.327660084,27,57,2011-02
2,132,2,1297102509.39137,2011-02-07 18:15:09.391370058,1,95,2011-02
132,2,2,1297102585.30881,2011-02-07 18:16:25.308809996,95,1,2011-02
96,15,4,1297187359.235,2011-02-08 17:49:19.234999895,69,11,2011-02
110,57,1,1297197836.3746,2011-02-08 20:43:56.374599934,81,41,2011-02
110,41,1,1297197843.90423,2011-02-08 20:44:03.904230118,81,30,2011-02
132,28,1,1297206554.68267,2011-02-08 23:09:14.682670116,95,20,2011-02
28,132,1,1297207240.84724,2011-02-08 23:20:40.847239971,20,95,2011-02
111,1,1,1297291837.5104,2011-02-09 22:50:37.510400057,82,0,2011-02
132,134,1,1297301158.11584,2011-02-10 01:25:58.115839958,95,97,2011-02
134,132,1,1297301164.4001,2011-02-10 01:26:04.400099993,97,95,2011-02
132,100,1,1297308204.52492,2011-02-10 03:23:24.524919987,95,72,2011-02
100,132,1,1297308356.09497,2011-02-10 03:25:56.094969988,72,95,2011-02
41,137,1,1297315440.13542,2011-02-10 05:24:00.135420084,30,99,2011-02
15,96,3,1297359911.12964,2011-02-10 17:45:11.129640102,11,69,2011-02
137,41,1,1297367601.17088,2011-02-10 19:53:21.170880079,99,30,2011-02
7,137,1,1297370441.70883,2011-02-10 20:40:41.708830118,6,99,2011-02
137,7,1,1297371118.2643,2011-02-10 20:51:58.264300107,99,6,2011-02
1,138,1,1297373817.09734,2011-02-10 21:36:57.097340107,0,100,2011-02
138,1,1,1297374204.87255,2011-02-10 21:43:24.872550011,100,0,2011-02
132,138,1,1297378806.44562,2011-02-10 23:00:06.445620060,95,100,2011-02
138,132,1,1297378871.13707,2011-02-10 23:01:11.137069941,100,95,2011-02
100,111,1,1297385761.43817,2011-02-11 00:56:01.438169956,72,82,2011-02
111,100,1,1297385922.89955,2011-02-11 00:58:42.899549961,82,72,2011-02
100,64,1,1297386367.25667,2011-02-11 01:06:07.256669998,72,45,2011-02
64,100,1,1297386418.35483,2011-02-11 01:06:58.354830027,45,72,2011-02
41,140,1,1297461521.01176,2011-02-11 21:58:41.011759996,30,102,2011-02
140,41,1,1297462874.48356,2011-02-11 22:21:14.483560085,102,30,2011-02
7,60,5,1297467512.37907,2011-02-11 23:38:32.379070044,6,42,2011-02
60,100,2,1297479764.51934,2011-02-12 03:02:44.519340037,42,72,2011-02
7,141,2,1297482206.04112,2011-02-12 03:43:26.041120052,6,103,2011-02
141,134,5,1297489409.50331,2011-02-12 05:43:29.503309965,103,97,2011-02
134,141,5,1297494046.21813,2011-02-12 07:00:46.218130112,97,103,2011-02
141,7,3,1297494086.69858,2011-02-12 07:01:26.698580027,103,6,2011-02
132,21,5,1297533099.47819,2011-02-12 17:51:39.478189945,95,16,2011-02
139,132,1,1297533751.04344,2011-02-12 18:02:31.043440104,101,95,2011-02
132,139,1,1297534217.73791,2011-02-12 18:10:17.737910032,95,101,2011-02
78,132,3,1297550942.57838,2011-02-12 22:49:02.578380108,57,95,2011-02
2,3,8,1297570107.33404,2011-02-13 04:08:27.334039927,1,2,2011-02
132,142,1,1297621909.86333,2011-02-13 18:31:49.863329887,95,104,2011-02
142,132,1,1297626301.05187,2011-02-13 19:45:01.051870108,104,95,2011-02
110,142,1,1297626584.94084,2011-02-13 19:49:44.940840006,81,104,2011-02
1,110,1,1297627293.10108,2011-02-13 20:01:33.101079941,0,81,2011-02
110,1,1,1297627348.99267,2011-02-13 20:02:28.992670059,81,0,2011-02
142,110,1,1297628387.63165,2011-02-13 20:19:47.631649971,104,81,2011-02
110,76,2,1297644400.67612,2011-02-14 00:46:40.676120043,81,55,2011-02
2,142,1,1297647973.79808,2011-02-14 01:46:13.798079967,1,104,2011-02
142,2,1,1297647979.65596,2011-02-14 01:46:19.655960083,104,1,2011-02
110,143,1,1297652993.62903,2011-02-14 03:09:53.629029989,81,105,2011-02
143,110,1,1297653023.0515,2011-02-14 03:10:23.051500082,105,81,2011-02
75,132,1,1297686544.7679,2011-02-14 12:29:04.767899990,54,95,2011-02
110,134,1,1297722488.03348,2011-02-14 22:28:08.033479929,81,97,2011-02
134,110,1,1297723090.50627,2011-02-14 22:38:10.506269932,97,81,2011-02
132,144,1,1297734450.42201,2011-02-15 01:47:30.422009945,95,106,2011-02
144,132,1,1297734459.94641,2011-02-15 01:47:39.946409941,106,95,2011-02
